address,freeBalance,reservedBalance
a4w4sYjyixUqSZ78s7dLurqjuvovK2VVaoWHLLeaEJZxied,279.8448 mSDN,0
awPUruouQhPrSfUgLCA26RSBeUN2SzhLbekJT22vk9nunz8,414.7360 SDN,0
ZbqF6i82uXHYHbzfpwG5Yvio3SYoCiaTTgDcBNrtjDtUkv5,1.0048 kSDN,0
aXe8gnNjyhRdb6aqK6aZ9jn5diNWJrhFQpFBTvKtaxpXxwF,84.6459 mSDN,0
Y82m3RZMtu4RdLSd7JuhJrVoCWudjayjVjfY9wKbRdC5vu2,329.1718 µSDN,0
YUfpzHsvWD1AmsXL6heccxaHGfQ5myRcMmBgwkTMUTpsav9,16.0454 kSDN,0
Y4xFYxA6rKQKB284UVeiGGeFMt4djg9LDQKn4stprGsDAcN,8.8353 kSDN,0
YkP5yRB5x5Bk2yfmZsUDpr36ShASCPzWJnxkz4vGsEezRZe,15.9740 SDN,0
aUgNUiUQfsSKAjzBczQq2Rb9Ftv8zEuuTYP7tTrJLaWxVUG,1.2800 kSDN,0
YUfpzHsvWD1AmsXL6heccxaHGfQ5myRcMmBgwkTMUTpsav9,16.0454 kSDN,0
aGSgQVS2GZUYacLCAvzcJEiudj6tWT8PfwtZQp4UoH2A3gC,1.5183 SDN,0
a9Eu4L9WLXDnCRd5mw3zuoQisK6YxZK1znMBS6jAKbzyEAs,5.8320 SDN,0
WLLv4AEebhanzRJt2oj7NdvYPwnLJTEdTxkLXL4wUPVNKqp,256.0000 SDN,0
XUsMQQZfLtNLrbFaxDSCHpi5zn156WiRjEySS1aSfU8KhNH,19.9950 SDN,0
aXb6PZ211Df5xxurDDTmZmTGr51rtev4jAskfCcMPJ6Dc4H,589.9758 mSDN,0
YSJTknVjt8eENMrXFkduDanUwt727qcdiBNW4baSym4B9G1,355.7280 SDN,0
YuKJR5DsxbKyHeE9imrzKLoKAk1oKHYgWR1VJKjmYoYoy56,115.1999 SDN,0
X7gJXaZsUWxCiv8DzGBFx2XQMfNBnKtLk7w3ErJxL7zyBkE,210.3846 SDN,0
aprWqqyPsrs9uG8i5A3PbxrLwRH9cirNgJ8zkX4Ve4FHGDs,97.3124 mSDN,0
aR4shMdXzVf29UqekSKqmi1EbRBx76AcpwoXgh2u4xffuAG,4.7310 kSDN,0
YeeVrNzwRt3RMFYiHVE4hAJP9PbhfYMHit4A7FKTbJLFLtd,414.7200 SDN,0
W5XuKjrtagx2uSxSooBL9bipNjeGd3Gs9QFNoPshk6D8Sr3,355.0759 SDN,0
WTH1YDqn69hUKE1VRBG5GZrykovaB6yA6gLBj1LEcKKKy5h,358.0309 SDN,0
Y7RtHBADhory172K14DSKDh7B2wAmJbpaJUTmzJLWXUVBiv,352.5120 SDN,0
YXjhwYS7m4JzrKvr3cE7zDGHgsAyBordmqB3gisSXC4PVjz,1.0776 SDN,0
bdm33QTyz59SbtxzARyZtL8HB6xxHpuDjTXKEn6tyHCYSRw,2.3733 SDN,0
XHptNP4bKhgnVirha9ZNXDioq5iymvNVeZvSJzAVUGkqMwQ,203.8983 SDN,0
W1aJzjJp5suMvFWtA9Pgeo8xXuRfSpvUzUYYFDXxRBagCfs,173.1600 SDN,0
aR4shMdXzVf29UqekSKqmi1EbRBx76AcpwoXgh2u4xffuAG,4.7310 kSDN,0
ZjysYYfNudKX3WSRXZvwzbxUVkdcxxDBD2ukrU1unzeiKjo,64.8000 SDN,0
YUfpzHsvWD1AmsXL6heccxaHGfQ5myRcMmBgwkTMUTpsav9,16.0454 kSDN,0
bKMmFWUtxv6rqKa4J7acJZ2LLENj93hh5FpJhAvUfY8qcFf,4.5230 kSDN,0
WTJFST15tv3NrCY9tQ6o5JzCVhgeducz3Ub5cWxF725wVFJ,96.6398 mSDN,0
WAzQCBk7ihuPuNueP7Sh2iUUJTLSAhare76ojMVKTmQDErU,388.8000 SDN,0
YSJTknVjt8eENMrXFkduDanUwt727qcdiBNW4baSym4B9G1,355.7280 SDN,0
ZcF7uVXgEd3mJyQtQmAbC2BHCmTC1iRqM8SCdtH8UPEtmov,85.0686 SDN,0
Zyd1pU5Y7i3G6tzSHPZF9rXJTYLCaR6gcZszbZHtCWPi5Ge,9.7200 SDN,0
aD4WB4MaDF7kRjLQmeoTLfyz721zsJw3C8QH26CWTr3uwv3,23.8140 SDN,0
Xvtu4EZ9W9bLVMUNQw9H1qsf4PWSZfnwFCAoaV6wwfjSYhq,36.1260 SDN,0
YSJTknVjt8eENMrXFkduDanUwt727qcdiBNW4baSym4B9G1,355.7280 SDN,0
YXjhwYS7m4JzrKvr3cE7zDGHgsAyBordmqB3gisSXC4PVjz,1.0776 SDN,0
Wmzu2XsYmu7BpFUXpcR8ZSSELM3GUKvikCdZx2GF2EqGPcb,259.2000 SDN,0
ZLgyd5h9uDKXT5c7UAsjDr6mrHU9WoXczS3ZYJkt25ZcpsD,251.9560 SDN,0
YSJTknVjt8eENMrXFkduDanUwt727qcdiBNW4baSym4B9G1,355.7280 SDN,0
ZcF7uVXgEd3mJyQtQmAbC2BHCmTC1iRqM8SCdtH8UPEtmov,85.0686 SDN,0
agZ47nExSyqWqGPeRynJG4V3SDP1YFmJ9xmXCzZNrab8XYJ,352.5120 SDN,0
YxPZfzY2jC2pwQeQh7xjtPeDiPV88DcKiXvhyVWQdzZj6MV,514.9508 mSDN,0
aQkt1sSbhZJE8KSVjYxsCPqAyD8yTALdg2Hu8fVGfBgogHH,1.7518 SDN,0
aR4shMdXzVf29UqekSKqmi1EbRBx76AcpwoXgh2u4xffuAG,4.7310 kSDN,0
a9NqaahbVD8tx9BVvRbmigNnArTpX59Xd6HKwuD1AZQ34Kj,998.0000 µSDN,0
Y2xhMLokx1npBeof6SHhsUewUBPCYer9n1yVZDdSAt2YWqL,260.3685 SDN,0
YXjhwYS7m4JzrKvr3cE7zDGHgsAyBordmqB3gisSXC4PVjz,1.0776 SDN,0
YwFXRKCXYfmokF6QR3fbZJM43VNDmPMt3QJ7uRpc4QhjwHv,24.3000 SDN,0
b7k9mnPyDLiDd4HxFyaM1xQSvMAnBaD8iC9PuUEzG6WLS7D,4.2252 mSDN,0
b9aGKqgox2nBrmUknhLXXnkhD1tDjjGMYPqJ2j1zjXSr9pV,223.3738 SDN,0
WWR2Wv4EBk1ZuVUt2dHdHLTeLC6Y4akGVHBedZKTEefBDn6,8.3759 mSDN,0
WWR2Wv4EBk1ZuVUt2dHdHLTeLC6Y4akGVHBedZKTEefBDn6,8.3759 mSDN,0
a9NqaahbVD8tx9BVvRbmigNnArTpX59Xd6HKwuD1AZQ34Kj,998.0000 µSDN,0
aTJuP1m13cStEy62Mp6bW4ZxdZBm3GgEgapWdBZjdirV4iU,239.7822 SDN,0
XFXXQamujHiwi74Gf4MQz22DZQ5muvYvWTsoaH5QMC8ZUJU,116.6400 SDN,0
Y1cQBUYvYGvDeQAgbDUEQtRkjoTsk1m8oKG3DTsr7qy9RAS,74.6200 SDN,0
a9NqaahbVD8tx9BVvRbmigNnArTpX59Xd6HKwuD1AZQ34Kj,998.0000 µSDN,0
YCd4PBLoG4t2UEPAPAufPeJXF9iMuSbLa6vwPWez1ZWf1aw,11.3400 SDN,0
Za7arJGpBciW8GZCmA3XCzU4SNKEXVo4Zz9YU863NB4EqK6,154.4894 µSDN,0
WWR2Wv4EBk1ZuVUt2dHdHLTeLC6Y4akGVHBedZKTEefBDn6,8.3759 mSDN,0
aTJuP1m13cStEy62Mp6bW4ZxdZBm3GgEgapWdBZjdirV4iU,239.7822 SDN,0
WX78pckuXBqdtXQafpVhwcWRUfdH47mF7QcNyKK2MLmo2PT,323.2438 SDN,0
Y9FTZH6hWmhXDW9sBZtrKLwFNuaEYhLtT7N5E8WcJ9vaMrj,365.7280 SDN,0
aR4shMdXzVf29UqekSKqmi1EbRBx76AcpwoXgh2u4xffuAG,4.7310 kSDN,0
WiJ69Y5fbcBD4q8ZAmnJudVckd6w36To9JNaj7LL9V1M85W,100.3949 SDN,0
Zb7gu4UdAU9vCtnFrT2pi5i75VmCpttCLN4j5WmTmViNerR,978.9262 mSDN,0
a6iqXDaNG8kw5p8DEArq9ZaogDaeRpxHKpHpBiuvgNKYYiD,158.1533 µSDN,0
ZoLuuAsAoESEmjN57f88VH3btgbYRu1tKjyf7rmNZZwdcLS,313.6320 SDN,0
W18G4Nj34Lekg4FcQUN24hfCXNH8Uje7EuGtc89s8RKDiCT,56.7000 SDN,0
ZDiZG7GQSfMqrHTEthPP1NL9jGWzPyAkjtRzyZPULzfNhej,331.8058 SDN,0
WX78pckuXBqdtXQafpVhwcWRUfdH47mF7QcNyKK2MLmo2PT,323.2438 SDN,0
WX78pckuXBqdtXQafpVhwcWRUfdH47mF7QcNyKK2MLmo2PT,323.2438 SDN,0
bYpttCATmgYHaA4GsFMkJemMqYDLxAL8CSMcsQQM3xM3Pw6,674.9920 mSDN,0
aEhu2YeX28zuRKEP7gvm61jXiWCL9GbuxgWvtDjZWtVUywC,596.6196 mSDN,0
WukNwXNWDAUBV4iqYMj85R3xX28C14t4sXqSdPbXs7BvtBd,684.2880 SDN,0
WWR2Wv4EBk1ZuVUt2dHdHLTeLC6Y4akGVHBedZKTEefBDn6,8.3759 mSDN,0
aC6ecraHbxLDfdn2bwqDAF6UXf9dVphfi9CjS8rLq2PjWX6,48.6000 SDN,0
X6LogB1AXZZq34B1uc1xaiDZh8R6QzqphH4r6YyG3vsBH8r,1.3478 kSDN,0
YC5Avx8hP2CoxhSvBLv1xHjSPmofiB3DYijQK9qnMc3txM6,551.4156 SDN,0
Z4NNXJSQBEbmJ5uLyu7q9BASgc9v6EXQM9govnbgiEVC51M,998.3600 mSDN,0
XdnijWsWntkkcvunxGTwGpgS6VkTNk9euPooDiVRdEcbLrp,317.2608 SDN,0
YZ78qND2Qnc38ZamCAXB9zG1oXPWu2k739MriTtuu1dKWFY,57.5035 SDN,0
YKc1tMEaK5W6vtDqZGdSvxtrWa7wfKGPL8FudyUgUZFKM1N,174.9600 SDN,0
ZN2c3yHd4cfeZq5pAAfWvqnPzAfqstvtTn1asdVuh4NcjS7,16.2000 SDN,0
WBcqJe1YnndzHjCBCU9NaZwPmUjVzueoGpt8JwHKMU12yGG,95.2356 mSDN,0
bdm33QTyz59SbtxzARyZtL8HB6xxHpuDjTXKEn6tyHCYSRw,2.3733 SDN,0
Vx9cZ3N7Gr3dKTaBUeLzW39TqpQyasQkJoG4pndJum5BopC,534.3000 SDN,0
Za7arJGpBciW8GZCmA3XCzU4SNKEXVo4Zz9YU863NB4EqK6,154.4894 µSDN,0
VxARNBYU4Hp2saqDZvsrxJtBH8MGTamPLgLFg9RhgABxg2Q,380.3584 mSDN,0
Yq8HKGzQYYuKGEbxu2J8EkYtFog7Fhi3hYHLsSQQzfa8BgB,3.4583 mSDN,0
VxARNBYU4Hp2saqDZvsrxJtBH8MGTamPLgLFg9RhgABxg2Q,380.3584 mSDN,0
WVGK7SmRmrDdnPLW6agvunjM7fQmi1cthtkF6xyNVFqqjCx,114.3072 SDN,0
YGzQrMv3Ld4F6g9JkMu8hWyumNs7UT9eTCLLPM6JMeNwMr9,259.2000 SDN,0
aFKj4hfgmZhnN21bKhrVjhNMiGDDjcdcFtXP9CVjyUNDRwd,104.3200 SDN,0
WfHCm75DKaoxDT1srizu7uJQZp1qN3kXotsVxEbEdMnGR16,6.4943 SDN,0
ZbzZL3o4QYtG2iNYqr4pjqUerLQLjGmwPTZd3KocpKgzc3u,998.3126 mSDN,0
XXCgsxx85tfSvxrEtjvDtipKpP1pzFHELvLfhw5NL2Y1U8b,270.2807 SDN,0
VxXJcUGQe5n7Xh4sjrw3WT55BRGkTSwBfv9tjCSsNZYSpf5,3.4599 mSDN,0
Ww1qygT1rQXiPdnjP5ALKmWTfrnKReU2aoGyoWf55fzwGfJ,55.7223 SDN,0
bTNn8KpLv8yC8Xua3y2JyhdKLXEJDEG9y7Hk9X9PLhxAeYn,2.4809 SDN,0
bVwxbPitvQeHBo8VvjVMC4hkvECn2sFnoyt8CENh31o3zzJ,1.2960 kSDN,0
WJuCikBT4YxG6mXB8RhHoBkFcFYKD75LT7LzKJ8Eha7sips,50.4055 SDN,0
XatmhZycbWnYsHDw3LznseLQ5nA6i32DFFJydxANSQHtEvg,77.9220 SDN,0
XsXRm52Kq2o6dTBwfUtcbLht4QXRFrd16F9Ne5BPk5wHWXN,2.9436 mSDN,0
ZFvqrYnkT6RXdY41AxD1dAqqCjrYhYxxkkLpDGmJrAKnjR6,338.3465 SDN,0
YcTqT3EAxz41rzYYbjacydvXcKoHT7pPXBXbi6ZJbkC3gGF,1.1366 mSDN,0
b2wRZkdWKi4NQ7TjHUeoWfnZLyjuMx7zcJsvwShcNvMQAKr,101.0616 SDN,0
acqRv3a7hrg6i3UXyDPbCF5LPXqtmLYpoaiVACKjdphpJPp,173.7936 SDN,0
XXCgsxx85tfSvxrEtjvDtipKpP1pzFHELvLfhw5NL2Y1U8b,270.2807 SDN,0
bCeyKxVJrPj74Gy4yq3njRcuKNj9XWvJSta7S3p357J626C,63.8880 SDN,0
bCeyKxVJrPj74Gy4yq3njRcuKNj9XWvJSta7S3p357J626C,63.8880 SDN,0
bCeyKxVJrPj74Gy4yq3njRcuKNj9XWvJSta7S3p357J626C,63.8880 SDN,0
ahgWnyGBSG8yXofaJHfCJ8cJChp9sNAAbRWHoTWRgyHwHyn,77.7589 SDN,0
Y6Qj6THyuxn2Tfk85ZdJZNwg8NE2i988XyWPUwaLUrXV7N5,1.3297 kSDN,0
Y6Qj6THyuxn2Tfk85ZdJZNwg8NE2i988XyWPUwaLUrXV7N5,1.3297 kSDN,0
WxwD9Nep4gkqvvTS9zpPRHwvbaR95dX5k1bNs1F4CsvxAUS,42.7680 SDN,0
bNJRZdFp2baDuj9tGrLKbNpzzUGLPuj1WZcmFH6bs85qi6n,215.1703 µSDN,0
YEoctHVTfH15vaYBbUSyobf5qBhAStkr74NAghfYE6CDMj6,28.0519 SDN,0
XkZ838JaYd6D4uVKehRK7dvUy2ENxDjUH6WkeWgRB5oxti4,1.6200 SDN,0
ahVxApeMnYjJD9H9uW1zfj3i6rVozQ4dnZEC387EqbuGYQY,4.7995 kSDN,0
YJPSq5JzQNpZgCn7Qg95uxgTXZfRcbYVKcFeYEEmXS2nXav,36.2440 SDN,0
ZBa8TPfj2kqAU2thRAsXUeJqDuTAFPGggncpfATd5PsWeQT,9.9965 mSDN,0
X4tDCRpmXDuNYis5ngFAmF2w7q5rwT6XHj3gY7AGxRkrk4J,174.0268 SDN,0
aLGUUTjNmaEWAGzCHmjb3Grpnk42cBpVXZbw2NRDVJx2SBY,6.7306 mSDN,0
a74195tjACLiRcAT2GfQifsJYMkwVFswR87YW7FjvbpEBgw,88.1280 SDN,0
amhRnDFt4yjWpWBkux4yZvGs39qWuc8P4KvTTFNSsoskTEo,204.6341 mSDN,0
XFtB1B34mhLUQ7GzuH69bd7a3sxGCky1ESGN9H1aL71yVhR,1.5123 kSDN,0
amhRnDFt4yjWpWBkux4yZvGs39qWuc8P4KvTTFNSsoskTEo,204.6341 mSDN,0
Yvxdd82PBVCUxq2kCpfAaPSMJ8Fgd4dYQsEJNS3xp8dgerW,648.0000 SDN,0
ahPXvukf3bz51EEZwg35jcqXY2E1MJ7XXExZivebyqx1x1w,98.3149 mSDN,0
YAoNtvEVg5qwYbeZnDavfpAKjosYqMGagYEvRCV6fGqWRqk,810.0000 SDN,0
amhRnDFt4yjWpWBkux4yZvGs39qWuc8P4KvTTFNSsoskTEo,204.6341 mSDN,0
ZPBtxzecLNL2kQtY1cC8oxedjchCZ99UqU3HtoFmvt2zeta,285.2800 SDN,0
ZzJNGGhnNBw32pXqzHpLNNJ8PF2XHUzfLwnR9FDTvSVKbiM,24.3720 SDN,0
a7zdXvufZMNXuBGSd2LgnN9pSWe2xHH6VZ3nUsn8XE1c2NB,136.8800 SDN,0
Zkc8XXif3xRHmKCW4Vc5AQuEHE1rNjXBv4hhSh6piKQkapZ,3.6167 mSDN,0
aLGUUTjNmaEWAGzCHmjb3Grpnk42cBpVXZbw2NRDVJx2SBY,6.7306 mSDN,0
Zkc8XXif3xRHmKCW4Vc5AQuEHE1rNjXBv4hhSh6piKQkapZ,3.6167 mSDN,0
baDyfLBtkQsnWoC5jFNoqFcczZKTHDaxqidzTudDpCbdSZC,116.6400 SDN,0
a7zdXvufZMNXuBGSd2LgnN9pSWe2xHH6VZ3nUsn8XE1c2NB,136.8800 SDN,0
WG8AN68aUqpXfRRRbpTbnKb4KzXfL8x9tGSiNoDAkhmdeFt,3.2595 kSDN,0
Zkc8XXif3xRHmKCW4Vc5AQuEHE1rNjXBv4hhSh6piKQkapZ,3.6167 mSDN,0
ZffqxiZAaJXTVPijGHH1VXfRN2iZedXwAcQhfgL3HuhE4Nb,31.1040 SDN,0
ZBa8TPfj2kqAU2thRAsXUeJqDuTAFPGggncpfATd5PsWeQT,9.9965 mSDN,0
bCkd3XzQV2K9dKv6swQPrLvwfiuWi28EYqVRiDBZ9w4NFnh,58.5984 SDN,0
bCkd3XzQV2K9dKv6swQPrLvwfiuWi28EYqVRiDBZ9w4NFnh,58.5984 SDN,0
bCkd3XzQV2K9dKv6swQPrLvwfiuWi28EYqVRiDBZ9w4NFnh,58.5984 SDN,0
Y4avEc1DDLtfH9k8pjQ2uyWTTCuomU7P5LizqLYj3KCffbD,59.8536 SDN,0
bBpPhR14sCZ1rVFU4fGuv5wPtt2W61cXdYaPG5oM1tt1kyZ,156.1680 SDN,0
Z1vqPzLv9KmncTeRxer32fZm9dspeH7Ee39K5weGoRJr1xD,8.3224 mSDN,0
bYpttCATmgYHaA4GsFMkJemMqYDLxAL8CSMcsQQM3xM3Pw6,674.9920 mSDN,0
XXCgsxx85tfSvxrEtjvDtipKpP1pzFHELvLfhw5NL2Y1U8b,270.2807 SDN,0
bETmLyZVf7BtJ5C8571a4wxw6e8FMPR5Z3L27gmXyXuRCRb,36.0319 kSDN,0
aH2VsJJbQRuYvUjfknKcvTGaC8SejqeMKEMUjv3x7z2FDYP,184.2005 SDN,0
W4vi6qzkeuJzyF7kwU7sSrvL5jemJEpyJX29yiieM1ehC7P,205.8120 SDN,0
W4vi6qzkeuJzyF7kwU7sSrvL5jemJEpyJX29yiieM1ehC7P,205.8120 SDN,0
Yrg4ZebRPRQhSzLDhXxji5Pyr3yyoHVeFaYehwQdtpFcUqZ,1.0034 kSDN,0
b767i5VQhE3a1Sc95BgHrGi2YB56KBwezHtjFbFhWsZVDN2,8.1000 SDN,0
Zw1HPtYxvyqWY2Hyk53ESwmWpDgcjtx3T5UxZxL7XfNp4Dm,129.6000 SDN,0
W4vi6qzkeuJzyF7kwU7sSrvL5jemJEpyJX29yiieM1ehC7P,205.8120 SDN,0
Z331QU7zRqsR7DKs7n7aLduADPxRmxXmESnUE7MZYFhQMBm,6.3233 mSDN,0
YUnu9xkek6c7naZ5J4tRwMLuyosfBT5yYxeL8cvSAFWQ1pg,64.8000 SDN,0
YUDN2cehSXwaJvSCanSbmd4mQT8j1Yr4aBP99eSh9ivQoU7,106.0024 SDN,0
YCeabBjVhBivRuuoQsv9fARKcfeg5WssLTZjQn2v81Tihzk,198.3148 mSDN,0
X3sRLH58W5YAhKcBxQFHY4S1fHnF1YyYknxRVkTCw1fUeqK,777.6000 SDN,0
b8dS9b58wre9DnLaVcWhR8nqPxu4TEQDokTLKGKSj3efMQr,16.3000 SDN,0
ZnEzqCVC15Ntcw7sAkiXEwYYb51s78TJPBUNYFKQi63X6fq,17.6040 SDN,0
XQ5sc9LsoJ41pUDrZT3czPAvMv9pBdjvUCKL1uTSm9dXJsu,39.9513 SDN,0
YMLZpBFo1kDmbDDFxsgk1BgnvyGdNcJRxkcWD1YTpHTLRgz,129.0960 SDN,0
WhWgiq5Yr41gWR8ANQJKHkDxx3jLcH1LRo2Xec3inCArJD6,15.8880 SDN,0
YRcHKj5SGEKanhH5CkkQ3g9dE5r78faqaDbBCXVzXGvubP5,24.2356 SDN,0
X1sKKYb2aVD5FWHEi5QBS5TCo3WwjZZW5Fw5HVuJiW4AFVb,1.9566 SDN,0
Wtb6gjq4CcfCbiwdKgQr4X5M8xpJspAbbiLQLVgkxNrsBTp,1.3966 SDN,0
ZyFMdBuv8En2Nkketx4JFevVoPdwZJrpLC61QdSdjPsuvk6,324.0000 SDN,0
bcazS6Gg6mefCCYn8ZyPcfP1472Em4AMetNrkMsdgUYRuS1,13.0003 SDN,0
XKBf3A8jyKmEkEbqySb28jpMcs7QW23qeKHnyixzryLPq7j,254.0160 SDN,0
WiqcjcXnuFXzziDzvUbRi9pEvAVysPAkrk9ViRXU6pXRBXE,196.6574 mSDN,0
bHQjnGUVpH9NAJWNw2uRBEzWuqMbK1ePtBZKj1uwD6Nt9AX,58.6568 mSDN,0
aVNvJwjWXhyfrQeCTWzzKCAZGJdoe36yGygSo1ACRZdQjAb,23.4720 SDN,0
bEwWekXxQiS4YrnJwKG2ZSVThDFFsoeQYNezX3qPjRvzont,265.8384 SDN,0
ZhV3pLs9ZFXuPKzhBRxhUnss1s9iG49YprT1Sv51w4hrvuL,277.0000 SDN,0
YzWpNasACz3V1SZtiDAW7xdzAsdRvrF85vwem7DyniCjxjf,16.0277 SDN,0
ZAGfNKxEWuJ9C2vkP2V2PdqmgqfpAfX329zaQx1MLzTmb7R,28.5250 SDN,0
YJqUnnJFZYpPW1V598kd83FPrhNJU6K5DDMTBG9dGWKFUuW,1.2680 SDN,0
XTuBZnudav2rgWZd3D1EuZvuR5ZQQLSBD68nQyxc8LCUkPh,55.8438 SDN,0
W7nKjD6ARvNtq5CrddgGgX2H7sAisfkQncbGQ1Rateg66NZ,158.4984 µSDN,0
WPwrq31zGCf5ZD37bFxycAY2jX253yeueFKqc61p1UuJn3Z,5.9258 SDN,0
YexyEFqmg9fDDMWPMDM2xcFpT7YYUXSQRfC4aV9Bxo5ccwh,198.9891 mSDN,0
ZvprzMNMkgytNDsdx2fJRFVpNb4a2D7K1ZouqevnbxT5uGH,198.3160 mSDN,0
YJqUnnJFZYpPW1V598kd83FPrhNJU6K5DDMTBG9dGWKFUuW,1.2680 SDN,0
anaNkNDvtRTW9X6iZQpwMh582WRj15bWDgKbvCkZBcER1NM,5.7670 SDN,0
aRmt4z51SfGBcrqfrzTAWWi9CFmB4ReFkdGs17q1KRNfKFq,14.6555 mSDN,0
b6g7AFEa9FbyWfjVFdWrJrD7xTK44EKRnohkw6Ku71V2198,2.7966 SDN,0
a911EDrYsAkh8eXKh1RDQ3LS2BvHv8tcGYgo2VZ2GbApgpJ,114.2729 SDN,0
ZWeP5bVzHKVNac9EQKS1Lkv4mjyP2mkZsCe1bt6qTpnKJdq,148.3652 mSDN,0
afBgYNmQwpUSTa1yoU7kPrkbr1UW8yP3X7g3Xh23huXsS51,86.6013 mSDN,0
bQkdX2M27QXzr8dYkg3VMKr1yDL9Gb8PHqJSpqGbkD5wuX2,16.3000 SDN,0
aA5QF2Z5Aiy2FPHBQHz5LTURNw7ocVVBwcG1L4dkfuYcdGX,626.6555 SDN,0
WhWgiq5Yr41gWR8ANQJKHkDxx3jLcH1LRo2Xec3inCArJD6,15.8880 SDN,0
XQ5sc9LsoJ41pUDrZT3czPAvMv9pBdjvUCKL1uTSm9dXJsu,39.9513 SDN,0
XamL9S3x5qGHzMYrBiKQMz2X9Mky1XG8y3ztcDSAwbNdTCR,18.3085 mSDN,0
W7nKjD6ARvNtq5CrddgGgX2H7sAisfkQncbGQ1Rateg66NZ,158.4984 µSDN,0
VyvWmfJ3WY7Grkdhdnjzs5RLdyxmYFLCcXX7PCitxoVqrP3,58.0801 SDN,0
VyvWmfJ3WY7Grkdhdnjzs5RLdyxmYFLCcXX7PCitxoVqrP3,58.0801 SDN,0
VyvWmfJ3WY7Grkdhdnjzs5RLdyxmYFLCcXX7PCitxoVqrP3,58.0801 SDN,0
YrBmD8PZmgZXzBifTHGJkVyLuHWuECRZww1qYpxix4hP5Qw,250.7962 SDN,10.0000 SDN
ZfbYnSzCxYYXdbAap2vTnidJe6xMiRCwHX9vKLp44bbhtUz,35.1334 kSDN,0
bFDVqJmtsbsnE7DAJe5p7nJCj4zjGvbPv8qiyMiLA7ZCyEm,679.5400 SDN,0
Zr9rL6BzneKEVxD2JAeoaGmUc5pWcU1mS5De6TeATxxZ45M,48.9000 SDN,0
ZPAVTWwjAabrDNaeXN71NQaseYjZeBTnHe5XTwY6VXrgHJU,182.5600 SDN,0
YJqUnnJFZYpPW1V598kd83FPrhNJU6K5DDMTBG9dGWKFUuW,1.2680 SDN,0
WBewG1yZf4ie7pMxwvybe2nRtNX9BABGQcfb2YaSW6YfZGb,246.7371 µSDN,0
WTj41CaEGHfx4MubDwhvuQsmaB4Vc6pecyc3gpfgM4JfUTh,739.0000 SDN,0
ZC3ZMx8i6XK1Nf4vQGeKomEdGvEx8LyT5hYj63yjcTqCmUV,396.8000 SDN,0
aK1mftKKUvszwDD1b6UDZFuMjdXuTNNSX6GtMJ9jLw1MZgL,50.3344 SDN,0
WAwe7MRvhgfPRgWtuU3VHBPx9acKc3jSA3tTDuj5mGS6Mam,1.3212 kSDN,0
b88g2TyD3Fm4STv5iW2J4TpkiwJyQQFEUm4GnFhPU1jKcPa,267.4255 SDN,0
WtmKWS8PNJJJqKpjixAHMEEdiNvV3GKu2gdxVQNWWks1pps,48.9000 SDN,0
ZUNpxU38PhYXz7GLPePJnfvSjbJKS7bu8Semv9KFCDJ6oa7,876.6555 mSDN,0
awPUruouQhPrSfUgLCA26RSBeUN2SzhLbekJT22vk9nunz8,414.7360 SDN,0
WuAx8xoaDkzBHRa1PDvRwXrXznBK96YDQg2efDbdk2TXUek,261.7462 SDN,0
aQciGpfhsgnyc4YAA5SgdThKQYBAtZbJhjSp7Din76N3rN5,582.3158 mSDN,0
WdWPEhFWkZzH6DHvzKDiSf1rvQLDm6ikcWKqpDmr3sWxHxG,15.8925 SDN,0
W7nKjD6ARvNtq5CrddgGgX2H7sAisfkQncbGQ1Rateg66NZ,158.4984 µSDN,0
XNrncqYAmjtHwSH1wbRyNYahXi9pBf9RXykvQg1dseSqen2,271.4400 SDN,0
acbM2Uy1EdpKFddzNgMozUvvWeQkLdZWspeMBVnAwDvaXSN,391.3287 mSDN,0
YierVjeW8fwtgrtQJUMRWoC5UXrydPW2L2T9KLwgLxFoJpL,249.0067 mSDN,0
aHCkwkD1D2gomTNJpjKUgkUYfTJQ2bgYcrzohcJAQWGmuZx,314.8893 µSDN,0
aSMvCJoabBqu44HxF84teNTvH3H8MkzEHPcPxNcVFPJR22Z,3.0165 mSDN,0
b2615K49DKxWbFrXziTDpwxshfjg1RLyvzz1rFMVp7sfAzU,58.6800 SDN,0
ZPBtxzecLNL2kQtY1cC8oxedjchCZ99UqU3HtoFmvt2zeta,285.2800 SDN,0
XCrqLN67JCv8K2T3NKrfMdpGuZUoouEEmnWaBQgau4ZFTaB,9.6659 kSDN,0
Xg9nK7qaGpxL6ubnBkRmrkxv7qivGUFzVseq8yy8UYiQyPW,24.4500 SDN,0
YcFfTbHxH2QvBSAqrRQEnDpvrZnAfoW3gN7DPgXbZqGFuJS,1.3338 kSDN,0
b4LCA8Qm4v6ArNUiC1NKvAzYEEMAm2U3TpUvFrWoGhLmi2z,67.2299 SDN,0
Z6zLvKtCmG9Pn8YXHDzqMFGw7vzo1G9Q1L2CGntkawiS4m9,52.1600 SDN,0
aqJqLxuHnceLckWt8qhodwcprTeGZzbmFBMXCLKuZe1WFyh,495.0032 mSDN,0
bCeyKxVJrPj74Gy4yq3njRcuKNj9XWvJSta7S3p357J626C,63.8880 SDN,0
YyN44dXQewizD2VgLy344CDuJk6ydHKQPWwyV7T5wckZDLe,1.5363 SDN,0
