address,plmAmount
YntwSXy6tEBRJCrACdVw1SaAqXbjiXAtfA7ah2S1g5Eeq3w,204120
aS9QyDsLMd3LckGDb3dPdmtGsCZVKvo4MpTE2dqhcVNJNh7,2826000
XPyQyuuYtPfMASUm1LFFHRGGDBTHi9UwJ837rR2VQQ1aAXf,82242.88
XCd72HWktKBoViPJWMVihNLewiydChEF29KSgPtERBesQ6j,1068632.998
ZdAt127qGWFoD82ydAoUejpKboBm7dNJ8Siq2VPHvoSkLCt,5616000
XXPhRHSwv3LVgSt3R6vvdwBb5fc5bUerwpctqSRG1jMiUrp,292336
WSSAYfPUo7isyKMarK4E9mivntxTvkzmKg6AjjWjeJunhHF,2719798.998
ZypNKjXPz5bSGVwFKttgzk1HYPuSZDm8tpWwL3W6PgLKxgx,285247.833
Z7wRySHUkcVVuKUHCcUxHXUsYRM6jNsEssU4VXHBzNkV49a,306030.8542106550
Y58LtEXwARCk4wij9oYH4PWK6MJKqQhszYUZSVQk7r29hUW,9.999
bgy5qpKj5ZhQkC472aqEeiZZYtk7xYACjsQUJ1MEmCwRPCA,260789.999
bEA1C8ouNoUdBksypQjea9wCWw2sj7zArpFL13muk1odaS8,1489999.998
aC2m9g6akdDPuyuqQmruEpEeeURY7c7A7s8EuH9ty8KMkBt,19518
Xf6tQv61ne5GZn2QZou7tLXzEjfqiY8wtSPENPEKgHozBGJ,0.998
am7DTAVz53NTaV6vgfyQk1jUVv9ZPKkjP7CY3vakLhi3cyh,15504
ar6sGWfzBPhapo4RfmPvbAkiUtcKehKMD9auWa83rRKkMDT,6752000
ZcFvbGkXgFJNkWwikumn9jFRUdGiPMn1PHyqoBAp7pU3iUG,34000
ZCRQz41pYDNq8JmLA3eNJDPNerxjiPRiJpeRQUPiGDACuXV,217280
WxwD9Nep4gkqvvTS9zpPRHwvbaR95dX5k1bNs1F4CsvxAUS,42768
Ww1qygT1rQXiPdnjP5ALKmWTfrnKReU2aoGyoWf55fzwGfJ,8942.4
ZSfLnCppbtBjdADUJAX1msBNphzXizxw1oCvsSJLaXoqStT,52.92267647447290
bahveFuBxR6nJYCTGbMSHSziYEKQP9s4ATghUoN72TChdT5,12456
W5b9GwJ5wGDYSHPaPmwkXkCoir1b1gYDqE7u2jrye4MquBY,16368.828
YKb9eSX82Ht7Q28ukBcMesAF4NEuXUAenFKFdJ8UoQiB8gB,1223040
b1bQqH1HzQ9Y6q4eun2H5rqqL883Fp5kUHVxaX56FDMjCXS,146910
WPwrq31zGCf5ZD37bFxycAY2jX253yeueFKqc61p1UuJn3Z,4352120
YncdyQDzFmUXYbJJRLHCU6pGKe8ahFc1WCftkuY2rARRUZf,17100
bWAGVXfMucD2sBe7Qevhze1zHGHWHBVztjqWn4QGjyZggbx,10
ZseAHpXmx9o2r1f3r3VKXmXPCdZra9Z7BLGiNWA3KYfghwR,279000
YhjhL1GEpw1gvfBweP5rJyjVPHcrxHZzoz5rA9W9urXYwNK,16908.026
Zwr22LTyz5ehh7nH836CntwF2Lp6awuEzxFkFky4z5v6AXD,116640
XyyGTtTyZg1oKhLmt2AjrE2Ewqadm5uQ339G7Pupa49Yern,36800
YhfmGzUUzRjysYSQv66bpsvWe9NQxzctgJxeRzTUzvK9fEz,376512
bbyp9DpjpUqrov88SXmHNVenAv7TXhAtNxUd5LSm8EiMeZu,2648811.2
b6reFzZmkYdpG7jHUNAnNwhZUsp65xawLxzL8JaPWFa9ZdM,49920
XFWYs6fvrZotQgFgWsEDa3kXtQGhRbR9uf6hh6BhcNEKEPc,34008.48
Wfw9X3BZR1LDNyTGpe91AfRXBgVu7KeWC3sia9TKUNrLLyT,0.003
X5Qp6gvhdJf7WJybmidwAnNxfHx9VdwvBCf5shv9sTjHbMU,136152
aPbEhKMqbryfFgsmSQGLWXCQQfVMTG4e2rqoAfxZissPLJw,13031616
ZiEVw4h79UYp1xGm9SPmLc6hPE2KGvDR35Kyry5PzZD55gb,20150
Y4DwUUjpEFiF26HysbLkWzAzXoGYWduHZzGpeUksAjQAMrQ,847552
XMBo3QbEEJCuejfdnVqohRjQofwcuw1D1f249ySa9vPCYyC,1
Z4tXJBL2uS9qPuh4sRwKd32a7VszDCEmFwyw6k8AM6M4dwk,17465828.2
aMSHEfPCVULqZQpE3oN8yPEkgTg4tfSRQe5GRZ1r8KVnofX,2017398.998
amPDLsev3j3zrhEchkjSrCUu4uXH88eiprJCCzyVXFVxNmQ,439560
bNcSgchDZNcs3VYxaeJiWfF6XZc9STxW3jqRSbgppgxiSFo,208620
beCwYoSDkk8faRyiU8epUZwYCzzkJppw5PMHzaq6zSEoDCf,153600
XiGZ32LmYqpjo6GcrpMGVNDnrias78kXuHqG7rCM7usnDWk,31040
WrZ38DiJQFeQM9xtQu51skQUTWnM11na342XZvJTYEsoj1R,952.56
ZRzjgt8ozDYt4AZt85Pd52pRbYv7AnkvtmUvZs1T4YAHcU8,234897.2
VzCCZaCk22HWEv2JSKCMk8CpRMXHKie1AhDeTuJMyW9QnHy,15400
XCtfbP1aeVMNd1gPCiTRR45xsHEEUV3UCTom3L2vNorE4HS,4560000
aUUbW9d2fqF5yzPwFmYBE7cLwiCGJMytxZCtmRTAFj7jvtK,666666
YJQmxcxKtNTLuT7pdWm2h3VQ6FABWfBAGdTsXbC92zomQZL,807499.998
XBXnbydd9RAcSTdyWsCui9VXmFfMyEmmVBMbpQYH5CAJjRY,62172
ZedK48tuMQgADTgRkUs6AEV25EPp6UZ7jrYwEq2TtTFSSBN,460.8
Zfa1T7TAgxNT1V1P62BdGxcqgUiQGc4jPQfXj6PXfwCMFxS,119043
XC9DumXTZbMNzUCkCbzGwkWTwFQybn4MK6RxD9rWHuAmANU,37680
Wp6APqccnJpzavVbPSPcPrdLRyFtLW4SPKPHqn6hn1VVBzc,159000
YcmKgUYXQ1B3CgaiUE5Szf3w11Hprm6bb9oaLfgQY6GaZDY,100000
Yfw7yUfZcnBb83NH7NNhoSwVtsBTEZ1WUGMvXu12YPtZ3xx,758400
ZzhB1LRvoxK1jCqS9quSNvHiFZGDAQ9CZ1jVtrdgt79CLCN,35006.399
b8vCuxWWJTqoU4eQC8yvpupYQMuVdwGhq17hGZnejZZXV3D,2425000
X2gKTxEztRDxG2vp7wtjhKixtjL75hAY6wQkSZCXBHUUPWL,3119.999
aTiTuN1tHBiXPUJ7an2xBkaSBvarysicuTdrmfiSDp76EH9,1159680
XqaucAAh1UBgV8C9furoRx8HcLWNyN7WjJKboAVPK7vaWZ8,15500
XG4KrpDjdTh3AUyeZ5VVPJszxcSFyuXb7tnwpdStEAGu7c3,2500
ZfinV1FvGkv438wVrzuKv8YMssuUjsGw2GCQYL8CxgCRNc4,120999.999
bUfebYnUSk7Pd4hUnEfsfThmfFvsvQSYnXsmkFBWEQS9ZiS,222733.90338889800
XdBGcU4P2oNLGSUdzPmLbsSugLstxXcVubQcjBBTh5U1sGV,36176
Vx2xgrnYKGmaAXmzKbN4v1xxyQJADR8oNwFdWHKLv8bc16i,1
XLocorev7ar64uW8tqXsoCCF6GmdUP2JcadCdCSaRoYC6UV,9595.504
aHiRfZK4uKJcZ4Y61EvvkhcSxrX3y5dfEQdn1hUbgSey75e,512000
XXCgsxx85tfSvxrEtjvDtipKpP1pzFHELvLfhw5NL2Y1U8b,270280.799
ZCcrnPfBA64mrgXL266V9unfr9ow9wB7ADTrjSzF5z3rQuv,27302.4
b7k9mnPyDLiDd4HxFyaM1xQSvMAnBaD8iC9PuUEzG6WLS7D,170517.6
axTDMkzzgo4aBa61ocVKdrmpavmRsW3rMYHnVGkD1TDucEm,483652.4
a26DzQQmVpqPDCtLwnGRACkqfGx5Lt7S5mxN1TpuZkpYb23,524999.989
aq5sUatkWm4k6av3PvJKL3edhUuuukXdLQnn5TQCSLDvG22,3567200
akReYjeHEv8EFQx1WkzDvyg9sNAUTqdy2pEhXdMNWiYGndK,46560
W5BH25t9e9x8hLawbMrAEvABQ4hWq5ArL6KzU2ht6qfgSDp,1
Z1Zeox6DqUkXspujybBtPY1X39xec8QS8FPo6pxKXSb37X2,273600
ZHR8S3xoLE7MEdjWmBr2i1nfoexLEH9bqBKYHLTDnhyVJa8,24320
ZSHJDyoQmFEu1Z2CChSL7nSQenF6WZns95n7eKRvz6J2PE3,1255999.995
YgQKMyMEZzPidqV8SD4WmXaNFqNUT1DZz7aeqo46HS5ohEn,451920
bTPnCVFfYDjWxyQ2NmSCSg9vUdcJxHY3dtbiviDYx98pYDm,445068.8
aMVdjQe6EBu8r6CtpidCLR4p4MuaBD8J1MxL6ztDyzJa9d9,19159
WwKhsT9Bj3BkDCPQ2d5PnFX3TFcBeXyp7PW5q9CFtuLyTce,999
bEQxaCGAqe1Du6LV4YwNzgd41zafvdqmc9cMrDAmDP5yykB,120240
Wrw3tgfBk8oFiDhVXGWMAdwRviB7ovGSBNnX59FUY3kUpbg,20000
ZLwd51u9qYYvVhhBjs9dSWi6pG7mbAneGbzU6HJRx47Y7eD,10112000
b4LCA8Qm4v6ArNUiC1NKvAzYEEMAm2U3TpUvFrWoGhLmi2z,67229.999
YYFcCGDTMswtfgpidwYGMYGAMYaQqqSfbhjviCCo3A9SRdR,989653.2
ZtfWwerKy2hNgs6UJHa7GAxutZs2rjfB983TNHfN12UejyC,434648.9
Z4y4GvTkiCS3j3wrZDYLocggYta5XTyxcrLkVebFftRNALy,76000
WHjCpkxuVZgtivYWKwVDoxhpHBhwdPnTqw5WazrmaKH77DB,334398.99
aLgKLjEgjepPKR4VHk7ykmLYZvomGBaGmzxjxUDwtKmBgkq,180000
YJor3KgUyYNnYD77wp2S9CUFQn3bytiVn5pXFm5ey862f4C,97500
X56Byy8xKA9JEqS71vyeJWdLwT6Mm7Bd7WvQacNNNj14K52,164000
aqYPSo5sixhuzqXihHa6cZkLGzHrqbjsmz64R1dK2aGHoVA,1459000
Z2AvwY8qrnf8aWbbMsCk1MwFHLptjdEPLD8YkNdbZniKEiw,0.016
aAFy2NBAQyioQhq9cLR9xbiU3Ue28vYJQw2GskjNeR32uuP,8369.998
ZN2c3yHd4cfeZq5pAAfWvqnPzAfqstvtTn1asdVuh4NcjS7,16200
ayET3PbybRXx6W4ebUbwZF5nEJrN2ES71J7LzfmQYQWk5XT,7488
a1ZvRACPLbm74AAqbYic8NQucpFY7uH1X7rgziBrtUeRCeV,43420
YevkyiGVpLRXXbG3Gpk1dJ3uVmsRSwn4XJXXkQGcH3NQw3n,51900
WE6ZJnjhT29WtXV1ziaqEsHeV2mV12qmcExZwS7RAZpgZpn,134754
bEDQUDbHjnJEPEDujHZngmyPz2mgjNE2kSR7A7b5N5epW9j,1000
bEZssErMc93C14yH1HTYU5N48LASfMeTLWsJ5JTWUA5uVny,3100
ZqdEQc3tS98kdFS5xAmJqdkx8FXvcD3QW71ov8vUDhG67v1,19300
VzsQN47iEQCWWuYFR9pfp6YXqLCHVwUpgyhRvayXXmV9fYs,3844834.973
XLhJEX6Bv2AvcbwGLLuyucyVCkjgownW2Bcaz7bZ6Cwo8UB,301744
avrTTbp691V73ZiugEAQUcbYnEDbghZEuyTYdnDVwLeNKbi,577372
XnfKsh4PYMse8GPRueA4C5rfbMNqFB8LQjDeczW6drqZ6MF,14537.633664
ZkMPrKfgcoQxg7xKey2P8M7bPMVYQGQmYZeU8V3DW1w3iYp,1926400
ZYVDgTLBTfPrhngBnA5pvzqhYhbpB7AZPvPrpTJtev5bh68,11.278574633777200
bgJwbiHmnaG51x1MCWeTPP7ygRTXoAidQsuK2XefZcmWFb4,28215
b43g5KmydaNyF3h7wEghAQ8bh4nz7JALKWgXFGJHoBFeKj8,529600
YTNTyjZrS3s1tgrgkdum5bHqRb2zNbAfvEYLJDCuTeoqJbP,0.999
Y2y4Xk1MwwBaHWz8mURoktdr4XN2GStrssm22gZbPuagid2,0.018
ZpTocYaoUhPzfKjzCcpGjaNpiDMrKYrZmKLhfhDTza6WSzV,1066877.28
XwnsxoG4eGDwJR5XgQTKACn8JT2P5YW35tRvhLLAfZu7zqE,10000
WMesk14B2jupYs6Msmi15f2p1XZqSvPvsNoHCMEdA3pJwBb,100104
WFisYGHPLAjRv1vHxoQ3HG7oLrx5v726wq6XgcpZ2smDk8R,164160
YdCbRAYoWDW9eWpqcpdCxJcT9gUXqttxskH6aFUoAeB4xrW,10
YbQ4GxNuvakqyrxxL9BAYzhs4VozhmqBZa5Pav2mhoUbGBY,5088
bBFA7kCXoRQtrq8kWkRmmsNyFUYpxc9KxotsT213UtDRfnb,30036.05757147610
W6yyKGMYmLkcSKXmoi4Kg4atHTQY3pRpLCt6RpJyvAn6cta,22814.4
Xa5tfy3ze26QeBMEHHiYwRKvb7WgZmsQnSaZqDZVPACzvyB,2480000
ZcvUtv61t2pKjVtn5nEGA43RXp5wqGgE3wc9XAqRhk3xtUb,33400
ZFsM8FZ2YNmyjycPdwNe7b4feRBZBXHWnQqd4k2gR64ijUG,160000
aki7tADKC2WgTJC9QYekk4kLpecxAQPCYZWb2HkqcZ3Buka,517649.9292659390
WPwqcGFNj17z7sTjXSaRcHC5FYo7tE6vb2JH5JHAG6KPunb,1.996
WfxpLLhms3a1xWHsJGXLi8NmAcUvwemP6JhqUnDzyGKyEkB,243200
bHJkXv3RPkBwPewpS4MZ8uyDXnWqtBQ5vn8FCWGJ4qHHZyd,1165822.994
ZhiRwQfvVdctb5KogtDmRgm7n6aAKJYcxNiAs2he1sMCjPp,753600
XyLSDYcE2DxcpaWZJneNRxFtPmkPooQqNLirJKG9w5w515Q,548080
Wrf3if3dBnifKEDLrj3RxRfrBmGr81axuUFmvbymkGvKh83,0.996
ZZFcRqBUGaGgRGjzW58PCJQprc4FQaJoqvR1A44rcL1Vfam,165000
W3LxCc9ouwPht4Ap2b57ThEwUcqSGrdcjtB8eGYgaqtGMrZ,284024
Z2K7TrqYSqJ7y2o9CumAEDNRRoqu1rAQPfoVDCh8CPR39vY,100000
bKhcaKMxWAUtj8pF3NvJYZXdwdoZRsBRm4x6ZukuJnNMVLd,33124
X4RkKhzg81HWcZVMru8891TbXefWEUCmL6yw8qX4tbwwwJC,19970686.93729440
Ykh5FjK24JsyCwgrMLnV9CCaMXnqByjXQu2Hhom2XMRK9rC,416669.998
Y29RKwnotQvfUwGvTq5Gp7ahZjadR35U6QWV5amoKU9Syi7,13600
ZoQVqtzfigHvGX7pXNAXwvAmqcMJ6mzpUnXCbT3HYebuEWz,499999.997
ZZLUuAnf5xWrPJYwmKWY4UqmvZBanFsgJcEk8ZhLsnr42YG,830400
WcrY5rMEFke5RfqGw54rw4CzjeEqeaMqfSDYfQ9wZttztvT,2
WGQ6hA5G51mcBXBd7XGWEBTLDtBZcRLpa5w8xtYh1AD1kJ3,15495001
bFJfPywKeJwiX2m9tjkPKHcVj6r8CZu6y43AYTVcH8pmKwG,2412000
bX93yAXhyXWaa29xk558FtkRD4sCo8h8fM8bEVDh8fXh7wy,50001
XPgVTMx73eug2cmQ9ebKHeeRS1hB2QgnroEoJnMuypqC6nr,56520
YdsaJ8dRT7iYFyNbdKKZWXuLnCrhnnVoMhBQDpQzohuE3au,248000
ZJSsJifqhenKjXGsbkFBkZ4oa2GrqEde7QurTXZ44bkbbeE,1076200
WNBwfaDBHYmd7kg1KXCL5q47dYr47qfHwhzrmjymEftLcpG,9999.999
Wr24yeFygwNJU1H1wpRAyFKbHYtZHyiYq9n68ULo89V84GZ,54117.65
bfiz1UQewvg1Vnd2Gg4c6swuaYRpwmijMGxqnkkuaby8t1a,5044969.453002120
XygjZoBm9LGDifq4ciNpo8EHLK6UWtgW1bUWs6JR5ejcuEG,8874
ZQjWoyihsLWpLvk1X9aALv1C1LGi9cNVdf4pAhtVEhPFJ7t,1.998
ZhEL5A1URdmVVPDj9m4nYMRHYVDscSpFw5uBY2tP9R3Yi78,925000
Y53ePe3TTw1Xjw5XMfrALb81u6Z8Q1ohDud7E4pVyyCTh79,229500
bLqpkG1vEJNXi3sQctdBLYPwCbnBXdcScFpZ43no1LVJdSS,530720
XzSiBY7CM7gZ5X6i1iXrKMrX8V3wKrMFMxFsNq4LZNjiRkT,10
WT1KXdejKHxX5BmnS9PmaWi9jXWF2KfjwP7PwTFFNGaK1za,3281600
ZG7yjDNwqnswk4TAEX55XrDgzTAAfaWeniRVxqDQeKY5RUd,52480
YSkms4ScmC1Pby3Wh14CoFK8xhucSSzK2kZFhWeuphNJtB1,15000001.5
aYsoVmY3GMQ6u5fuAJdzKUoV9zYH8365abh3WzwNmhRZDTJ,0.999
X3kW321XmFufVGsWdFor8hbG2ywRE2bozaWDoL8xBf5Ndng,1003200
YudMUXFF8rgyr7r5XzfAm15v7msx8s3ZzcCBEEkgfLkxmEj,325260.5725191020
XWHG4Gw6iC9s3PkeANLg8w8xaPGWCyZux5oCrvcochmTXW8,16289
bFRCVeRF5pd4khFbrBu5LaRzwPaUthSKYegwiyCUQGHZ6HX,8119
ZyK4swpj3Hkwcabhn65DxPS37g4gmUG399c7VeFFFL6nQqs,28000
YSHagv4JFkd1LgqefM4AqVrXaDd5fD2M2AvR7GtQgYTapMh,2523894.995
WJacKmyGWX1NS7jxEmgFUnjneiGRfgza7fVWcGKwnmoCGRd,400889.27429413300
ZyP5HBtGFYxse3ktsrF9eenB92TuEu6BmPCPCeubPEMS8UB,2560000
ZyazvUWnmqoM4YKQ7SoL6M6Smjs5TKmrxP5VAiwFrpMNx7i,19300
Yf5t5QR2C7cSjWJqU2hQCSgLKtybWjDoiSRX5X715LkPmwW,424600
WxkzJ5TJE26rnzgfSQNzspfxoi3BuuSHLb7VYRk3FomScLZ,3858543.999
ZtzVDRTCMaSj9JYYB9j6v3h3k2drqHKYtYwTHT6VqHMVtZ4,1707.474
b1nCBLytvnGfN8L9ZBTQ2dFbTJnTotWvdKjxxsDDQmfXyDk,60000
YmX6dS5XvP3rzmxEwR1jk7B25DqcDGRshPskG5GMksnsVNV,503552
YZZMLBV9CKVSJfdXttRKZZSKDbH4mKWmWmtLdkqVXJSNjJW,203562
Z6RmpEv8BQNAgA6BVyeEe5GeiT6pRc8BZBMG4zSMznVBfxE,362400
Yfi96qs6c9NX2xQXBkmSrJznbeNy6cXpLFU4d1uko5HUSYK,261800
XoC1MGNtiaYFBHEm73taoZ74sbJ3DKpGitNxn2YmArXwAFX,40765
XWZC4FEXb4BGdWBnWbeHFA4Whtdj4BJsRg3V2eaCur6asSo,1032464
YcFfTbHxH2QvBSAqrRQEnDpvrZnAfoW3gN7DPgXbZqGFuJS,1304000
azTa6PjED2txfb6mpgvVJ5NVodoQgFYE5bZKyqBJaKZQaLc,10905599.999
Yjjn6opa3PfWiYqJhJwEFvZetTbPwKFAscG351vXErsnQwp,0.995
ZE3FJoGJeBPDkfNDXuEwiMkKYzStbMi9krLMYdX2R9VkFb2,0.002
ZSTdALMtMox19hUuDKNVLiq51gc4SWz3DsDrPyYi45mtHDR,0.997
bMMjQbAtRP4a1DHA9aQYVxHdQcxxhuZhfF1TP26vzwoVBhp,179280
XoYsZksps9MZJfHcDejp1ecgioPTVWU5xYp8shaHU1mYrXF,399360
bHtir3a5TZJt7xNRNMYnSCNquKxvdYgFkKEheVMspVUDNK2,26497.84
Zyg3yK3DJLyPrmFZyPj7DXRmdHVS8WTre9qWxUBmXt1uLi9,200002
aZGrAwEoHeKqbfDfWHBgnhPnfxAgjYzvuiX4YagpAgYDEzw,250002
aKoHukysBCWf1HyimXEoFGNDoHNmdU9MXTEhx4Ufq6S9Z61,4152
Vx7SMgGT4RxnmmgTbjjPU6QaJAb6sMrVz7VJfvXeWEueAs6,20158.999
WTMSyYz3s8a1GCveM9D7YD6LUKVQtyt8VnjcYkQViTndTiC,3.997
VzjpiFw73gNSQ9Uto88Ek4rJxRFGnTpeGNWe2KTCd6TMSXQ,2125855.999
bX53u78nVAG12Zz8R1YZrNVahr7fMUdHoaVtrPMNg5FTRoM,38912
aFF9PJtSE3ktT5FfePc1x9Qxg18V55zZJi8AFH5CetzxuE1,75000
YXZw6kHSswXcrj1dWBL825U56H2GgpwDJHCNcKVvPMdUzvr,50000
WD9YNb6Qq9PaSJdGwQCXWYvG5DrEVCWPRna1qQxGDpSMp1q,8650
aSFeToVkFrMSaBdSg8BgMWfappdtcLnf37R6kvktmjYLhQm,919659.997
WDnzMk8aidZ6idHrCBUauMVg9DoXbVtgLgmQrjGEhJEMESb,15200
bP72hzguoAotbqvjYqpzfohqt6yFMqZ2U2MxZf1269b7v5w,604800
bAx4SZRBcdxmecFL7x8nvHDDc6sWF8bJ8pHRqV5doPrW86v,1353240
XV1XYW23U4gmmoGz8swumVGVD5gQS5ZoDSHdJccjo175c9q,222023.495
Zsi6miiM3B6ZNPfAa6P114EeSmhiDVNTC5MrK3fEti6UtoT,40896
aqXnXDafv5Rn8dsBoT5iDjHPNWpxCnnxtoXpsq22ibhHNDW,82080
bHRmMTJjfofYPCQ5QQNTnBoNf2VT8s86SGBYxFRtAb7XjJH,3935.142
bN87HaF9GJ1EDU4bWgLC3qAr9Pcb45nY75TDhzZDtPMJAfy,1120560
YoMSanErKNQNpx66FNiXS9ZKdoqW9EAx7gvmLymJYp1TvhG,334799.99
Zo2CfhBH3q7uE9hHKcuKQpwngfvQi3GsczZjfvq6d9TXLY1,249904.704
amSEeAa9p3wg9hSokGzXmVLjrCh7Q969rkykNEF8B3G1M64,177275.999
XkDH1xmGk7JLZeEDcrgghy1d28KRLctNphxKxgGTzssSNBZ,16700
WuLHLZPaWE9jCqVGQGJdLL4nEWsK9uCKGYh4EUjhwF1WAyt,275200
av3FBpGnMtYCQdkhYLouq1EQmUV8FnBcHw1E5MJLZQ82E5d,303100
Z6dGhixNwwrfJGqKFUxPfKCsAmFonCjEr4uj24D6PqnaQsw,56880
WbCJo2n458CjeUanSrHHXXYqSqz5Uqm36qp1E34qMfo4VGh,254400
YhydDgZz5CVqSwCMD67tGMRuc4pPrgaSLzQEkzi56LQKc8f,56917.16
W7MZ1gkDDNT3vtUn5qsUgpKS2fTBeL7mG3ffs8BzYV7Knv3,3792
asi8XnadyFwzHCqBnEq4sYVDVWjWwYUsBsT48jqQ2zNNsPe,375000
aRftBdkvujTYVfLP8k12eiqNxDWUutDDR5e3awRorrZwDZM,7368399.999
aLwa5Mi6tpbYxBxBCEEtrcEvNWFUNfYGY5weobLD79Md2kx,68256
WuZM2k39gtu8S3FK7PrKgVeNWBjfsasdaVou4qggH4DD5hH,157000
aLBef2ogzZdvej9Afyr9ag3jAAYbCatWzvpFabzmdS6WjJQ,110868.2624
a1VkNTrh7dnAWq8cnemccuPZnmgXCrDK7sjNc81BWDpPx9J,31448.999
ZjysYYfNudKX3WSRXZvwzbxUVkdcxxDBD2ukrU1unzeiKjo,64800
aVVjS5k8fYAtfwCSngWTv2bkfYtP7TA4DQ7PXpHVFrGea11,0.10001767833928
bX7vb7UbQZnFXYyXiBbuso1jbAnQtxarpRBT7F1r8wqo9PJ,605158.4
WxCK1AhgWpskwT6kBD4siqRzbp7pXVSgkRUGbSM9PBPoZjW,0.5
Y4cBfZxgfMapR1HCGVjkr44zLZfjpJqSEZPf8pmgyXi5hTb,0.001
bURfJ6P6MT9Xe2QXRbGCKUFMWoVE388xDW77boEbTJeYvax,29160
ZwMfUfGg4L2HFWeEhceZPmx4cyirGqpQgQc6RttEw7QVUK7,532336
Z7kq8YjMNxzpTyAT1fD82LbpnHoG5v3axxCXGgDVp3rENhE,29800
YDyaRZdwusdx942GFVV8AMbqgKTFH6venD6iwR5Ap9v8wky,801600
YVLCbxbv2V4LyLQ3nQ1W6mVPFcRL8K6xPRCL4AgD6LShXPo,486400
adSNH65kyrqonN1JHonWRJLEUkpbVL1x2ePHChFFiWeb2nU,15500
WG8nCWYXzJi5RNCoZdnqvhwD5gDe76hZnbv1RYgYS7mhZtA,0.097
YPZhaMpWYA1riCkMbSTPjFEw5qJHbM4PVr3WqF8bgTE93Q8,92127.793
ZzofVmDVg19X1g3SAcWzhUhUKLLYupNMfYC7oHXUZBoNi9q,3265000.999
XpgPGQtrJcwXwrBnnAV1HWb2B3jjqywaX6Y9y4j4sv7nKfM,16599.998
Wab6Bx79nDkD4y4Z4kNJQaJRpTDWFEv1o4miKpFGjeSVfzq,100100
WiqcjcXnuFXzziDzvUbRi9pEvAVysPAkrk9ViRXU6pXRBXE,275200
WQEeg4ikoSWEXHyLvYktpRVosfJ3SihC8iZQkmrSmvFbfuh,1
WgEJEReN1tSnFWd7DCFExfPrgfpwutaKqtTpAEGsdE29R85,990608
aEopu43rMCxt22tpkGEk9vnnVu6JpDYdrjJQxji1san45NA,250000
aD55sDisCCE2EvjHjCeacqZFe32kFowGNohayTGWUfUNWA9,748800
ahmCrJW4BBiP1UcoeJSbN1whAqKWnVqGcdKWuXwzfPMSJan,356000
a1wjfS2aL4QwVW1zqYiMZzFiogmxGcFRpWz6xNybR83aYRk,440997.986
ZrJ3ZqoD4ogdRaEp5e8xM1wJtCJCt7vd4YkYV7iQwMkzg6w,476800
awTHavWvjK2wK6mLPbmCJLsa49g4ybQAEokNY6vD1reRxGj,133835.2912
Z4HVUmo9sUwU7FbyxYiMV2Wf2xrLD37HMidz4pabYvsBKfQ,26376
amyZumbqw49quQLaJsvMYEv1UWJauXbx1qHHC67JSMS9RKY,62400
aCGueucS6V8ViREvqqRrM6qrSJuK3dxCtHgjtMZkPwgWvbS,0.898
YrBnKqzQ9dcJQAfbEyDmZeFChrTg2pRdovNJHVrkmHCdzAa,370561.92
XVeQeQa2amEkDk4ouXCkzs97iUmunRoU7aPwpBMFD4vuhXX,119700
ZJ99RoMH7PK9NbqcC5Lr8vY2Z7eAPrFbYqoKDh5hosHSmEx,999899.998
Wp4Rck8LHiTDdJPpBi7BbkmiVTCRgiNdb3u2SzbtZbjNu5v,150005
ZtF6SFHhzZgGF7xdCKqiSpQ2aVnaPixmXCa2YNg2spZaVba,1379000
ZhfzyHiu6y1nEPGdwnvPgsvQCUoucyQjBC2ndpuWj4d1GMm,17262.63
YsFWR2RLBtXkREvrZHcc9ce59T6M8rfwV3GpTwDDiWy1P1Y,15300
YuTsdfuJvVoZ9gowr12VkSvddQd76skiNLxQh4SC7CPvKhv,3830.4
bWnsDi1B6CTQFZzVcETH5CfYjv2MwTi3dHVxEJ3r4JHZfm4,600000
bRMMxGNb8GFV9U7Wj949uUP3BiMFJZ71fa84oW5jeX6EHrw,262400
ZEoZ9ssvZ85mCPBD8L1fgeor6AjssncGcyzA5HE6EEndBba,56519.999
XaVwQQ9oNEjuRxuVVXERZZbAuBtxwBySDuedgmZpjJzP61D,3675
Y5WiJ8Yn2yG7X61nt72Hk2o3kudN53fjMKZLPQBkdjeUaXq,2752000
XJbMgfocoqF1fUpvZYYcv8c3docvCGHmkeqAz45QSmRY9NT,131200
WAby28y5WCVir8MFEGwiAXmXJZS7PaeQY68gjWjRNNpBmT9,50001
XSGjwbebkpVgupeGy5bt46QorvE5AZPE2SfWyhpXsnWhFu6,150000.991
XMPc7VMvWudqozFapETFrY3WiDuR92gMfGNNKDPwjRcrNev,144000.89
Zhhnverrj7MJNzZSze5u4NuV9Uj2upFSMJcCtxWz9yYwkz1,1000
ZLd5Fs8Aq8xLbZZneMEgLTcqt2edWKLXxE9sL1BUWtAa4HX,91200
Y7eh5xiJo2HUstv9fzPoC3tCHA4SrBaZtGTnnLZJADuXfwD,349499.999
YZ78qND2Qnc38ZamCAXB9zG1oXPWu2k739MriTtuu1dKWFY,57503.52
WwHEoqNjWTymgbt2CqWDtSvR6PT9BQDCzaH7qRvFpGvnzxp,1
XDJeWHScpri5tYWJrT7WAVob1J9rZiNo4ZUWsYvguRXtjvA,51300
Wdq772uu6US28hnGZQgy31f5tXyKx4aqj5kW726xSoENinU,7204.8
