transactionHash,ethAddress,lockedEth,lockDuration,plasmAddress,plmBalance
0xc2f55a5a5f04041f20bcd12968ec986ff9e5c597642b36c39562b6dc815c91b7,0xa9D9b530CA87f9Ce19fCb4ef60DBBDafEbC302a0,0.13,100,Zr1aiJmTVFgFFshUFTJ35boXWgLzaMTekvYyo4JkLcmdWor,2262
0x35db9f7befa241f0686bf615d95800991cd4c18169830654ce5f5e25185378bd,0x19D2B8845da0Ce101137DecaC7b4d3ad15be1944,1,1000,YSRLg98xGE3xKPikLhS2Y8KrJwe54P2PXwCcRrV3QLFvTsy,278400
0x2cca4d857e72b950387f725f7eeeb09ea6195e6c46d84eca3f5e5e71daf5888e,0x047F9890BaB29d4824dC032FCcFf67CFD85e2151,2.5,100,XtCCuQTafkArAe6DXGNYDNYcE2LBW6xYFDKT1pQi1mHCRS7,43750
0x60b8419934123eed41a04ab6fe6d5614b32b7a07d19e25978e20c7067bafc494,0xc451556bD17d0d939423348b34903F2F185531a9,0.5,100,ZyA93uvee5HJdh1eKwdvCzwRaK63aDJ9rvAcqjn2wsGzwVQ,1454211.999
0xb4d7ae9ae99f18e9989be13fd4dd1aab8e180d505201557d6a539d9bf8b6c68e,0x989b5Ad6e23792dac03C308F762D07037bEf9293,20,300,VwLiPuRiYarBMFWBmzB7KU3Ku5x9GvqNSt4LQgNP2Dat3Qz,1245600
0xbf113368d393ee6f3b32d770d9377ed7892f24ac343473b2d12710d9969a74d1,0xef12549ecd3E830a0fA0607De0D178537E87BABE,0.3,1000,W5tZwGcqvPUhVq9PgDp6xxsZkPhmSvfuiG97sjT9qRb9zzZ,82089.999
0xa683f4fe88efd05c17362ed9fde01d02ab86f950273f1f1661b82ceb0eb96b2b,0xce17590F709cfe2ab360b61463121948c9587344,1.4,1000,ZWfXQqNrEQcFcQKGc1YTdWDbgmGm7L2GkSBCA7JCYrEMEh8,392000
0x1fab336e74152e7df2e69f607744a9328564b48f57bec0b74ed92685928aec65,0x384cE5A3eE0647183f0ABE96952839eDa9faE72F,4,1000,Wkr5Suv5fe8jw81Kh1ryba1T2jqzPRNdKBFeBK5cquGuNUH,0
0xe4a874b2d41fa864ae22b60f17d8f4d4f21255f21a5e67215bfe2b02e3086482,0xef12549ecd3E830a0fA0607De0D178537E87BABE,0.3,100,WBasmauwKfew7Kx2J41J6JNQZPvBtP3ZApQfcgDH8HkSUy1,6169.999
0x7f4b408a1f3a559bd2d37808a76e82a68352dd93611084a227a7f88ef0b6bc6c,0x030e2497A96F9C3Aa9D57c781843025Fcea268F8,2,1000,XVDfu8CeZ7T81GXthLypeqctRt1M8mVfZQJYhKJkwAMjhyK,688800
0x17da6a85cade717345505a9686da41e458a2ca11c7a14218f39ba263cac609f8,0x9dBD08A7D6cE83aA8Ebc0E79eDc45299431321ed,3,1000,YPA3aA6s2m184MRR3Ly27XekzTwKaShnLeU778hLpBNEjAz,835200
0xdb691b6101c3e92c42b5802726ec5dd240713c0cc9443562188425b3368f10f9,0x175D463536a79d42460c168fA100EcC97F31ccfa,59,30,YnpAFeXP5UJsxoUzi9XSyAP4gtYTWcB8FCBqsRYJSwCxf7q,239304
0xc7adab3c5038c06b587850ce068590bf9bcaaf27cc4fd9631c6bec855912ff02,0xec60CA085351868e43D25828b0661B0289Be09Ed,2,1000,WSSAYfPUo7isyKMarK4E9mivntxTvkzmKg6AjjWjeJunhHF,2719798.998
0x97a0638f247a2581465d800bfb4a090691624759e87acb5e90907fbc3750d0d5,0x38c217dc71F652B9215a13EFf867051a0BAc5A19,4.85,100,acP8XxEPgbfwQMyk5AvEZ99FkKsVZYd6bvzhgS4sWNsEKqu,246030
0xff0abf26b22e6a4052059ee8059ba1b2e7c8be55f09744d4b9aa44e673689112,0xE65F3930aA2CC8711eF0d8c2244978a7F4a66C6A,5.2,100,aqmNShScutg3bymioJY2wuGALSJ7NLQs2MNAFxMpkTkL5DN,89440
0x38049811f9a6447c3ba14a31e84d2e97016f8e346c47cdf9880346fa68590c3b,0xD58Ac4Bad292e3F07F007c9f9E11562bA2675773,2.4,100,aHL6FEpkwzCVZwW4hTDW7mKTnyPorEbNpE7hMK9T7K9qake,42720
0x2f0bcdbaf166d89211740302d5d342976430a6c30e5eb2fffc20e2059303663e,0x439E3783B8C31A7Da245BF11d696DfCe91e4bACC,0.10657004316086749,1000,bCeyfgEF2uGHsHSWqb9bmoFjitcUaWV8QwPNUf23CgjjV5y,28646.02760164105
0x911938670e0bb403f032d29ba1130830d76d0aa41bc2b333744034d9a05c0921,0xe7B73B0F549eC79234FcfD37b7D954009703d303,1.1,300,Z7F6Z51vg33bagqR8rKUWUqjwM2nuVSB8xy1gXd5gJaU3aq,65339.998
0xecca2213d56d460732325d44cd4f1501f9d5f7f60a5816fa5f71a2713b47f8c3,0xD5F5f6ed054322eBD52A029F063620B27b2cd899,1,30,Zx6yh7Ga9fYWSg2DzmJTQfEXC5NqveDBdsrpGTtW7bYWTPv,50436
0x3e44ff9161716e6dccfb67ba38505e9aa1d7a926186258eaf0ac7f91ff46d269,0xD6C3255b8A95596D1E002f9789b22CC81841c770,4,300,XMG6jnaGv5FbFw4MSGuXoCNq1XzNH5PXeZYu4knRtnMJGXM,236160
0x84c16216e3ec3aa63def3dc7302ad5282dd85de1287108216460383f2c518326,0xdd1A53cfC07967c2C20E1639298645cF5c898E22,0.2,1000,XQ5zUMfKoVRmpmouTvyt5iYn8hh4s6kkxJTPJm13BnXYekE,52160
0x3d5038331636418aff3780878d008d1986df67a56006944403840be958373523,0xe724C1D534284f2837F3ab310eF8329BBD7c045E,1.4,100,bPH41uSpBh2FdydgYs1Xob7LXkrnUi5G4s7i742sZLAJpfC,21280
0xbe56340192a0c113c7bb5768d50218e2fd150883dfebb4ecfba4d6527ff56bb8,0x6e086e1C6b2F12F2284c78cc009278F6BCd6fF45,0.1,30,Y4ur2FHu6y3Cq3bgvoPsLqZcdtKGFgaZM6iwZ33nMvN4vUY,4425130.4
0x680d9e7ac04058ef217ff865deedec76b26e8995cbe3152ca5f7b96b98bf42c5,0xaE35892E8FfC1618131cF04AE80e1989982A8Bf6,1,1000,bTqQexWjsGXVJYtB268xyrMeXygcDzLcK6J2DRQ2W8xJBfZ,5145599.998
0x0511b5e1a4057548053b71e0590210e8b9dc3e8d941b042e57a5f6334a656225,0x1D761e926AABE366f572b5Cb2A4C313f7758F0Ae,0.23,300,a6cJNiXzHueuMx2qJ6qz5PbTpSrdyh9Q2hUpDbhtchkRhVs,13248
0x71efea65529b3b605dabc4fbcfa854a0ece74e97e62c34015717e211dee88349,0x54EC0F31378c8fef5abd9Ff0BE137f5A1fE765AE,1,30,b6uJF5ZoAPRtJ7ma4Kciknkud51iAkMh7bHjAE1JVJxBMFY,0.997
0xfe9d4f726ef3c85e345785a3c8a746d36d8e58129276e3c1ec04a72b5d6d26d3,0x0a04907422C1C70d26DF8770BFf1B17743D65cF1,1,1000,YY5QqEo89GmHSw8n7UafZPuNR482cL1Rs5enN7FbUje9ZgA,526720
0xc990b8047493a8ffb4518bf9a63eb9929fd2ed4b21f7277fd5b343d69c59f201,0x199538dEf890CCCd1DBC8edDcD790Ba2744a46b5,3,30,Wi5JKnQ3SHVKZ3ZtunoDrav4rP9UD8Vn2bHzC6U9g5RLvUu,14112
0x34210c55994c9c24639f1996d752d989d800e11da24f3f97516cbf766e629eec,0x446d0f8B58AA729B652CD6DbAE4958f1B9A81467,1.45,30,XVHQmtTb6J9zHzn67y7nFy8gTUmSaFDdrjGp4i3ucf9m6Yt,5568
0xfb91050f3b54f3df8f26e129a512036b375ffdeaebc0b63662ec510bf614423c,0x0C2159fB11e6F65F309eA664F95aE281f5726C8a,0.5,300,bFDVqJmtsbsnE7DAJe5p7nJCj4zjGvbPv8qiyMiLA7ZCyEm,679540
0xc7e1200399b031f733007235a74455078f4bbc6e832e030c784bb1d9f6f3a9ef,0x23ED039A01807591DB1d3D467F6C9C3942f4BFd3,0.125,1000,Z7kq8YjMNxzpTyAT1fD82LbpnHoG5v3axxCXGgDVp3rENhE,29800
0x4337875bbea54491de824820bbae1bdbc6dd3bc293860376dffa45bf349b365b,0x8FD61AD78a6861AA87C328049aDBD486d2A99890,0.17,100,XJ5BceCXRPbok7CsamekHTL9QVFzuS3nt5cG4UKzTVxc7ZF,2567
0x246e80f35e9d0e71bbb5f349aab079b8b3f73fbeeb4f42ad4f25d9e6cb23209a,0xBdA91bA81aA1a3020129F7DC261868bE80E62e1B,1,100,Y5PnoMrLKojjoK1RfpX6wcDTR4GeJov1bnWCNVjxZv9UtGr,15700
0x9715d24f29e2c9a0cbff9cbba91babf3dc12fa6b5a59175389193fcd3f8a6cae,0x5D67096571F54542C5950d22122A030C308E7eCB,3.4,100,WN5rwx2W9raE3KY1fTULqf5G4ATHvpjiTfhZ9m5ptRjs6eG,51680
0xe4096bc3ce1719ef688178dcd38ca19de99dd03f7b922af0b9693dcfda0997d4,0x4260984360d234C7DCeAb2328399F26cC597ea5A,0.9,100,YSGeo6TrEJs9jc3XJegSSciivGEMPD4TgmhWMbirR9gU7VN,154980
0x02adb14ddb2d984692cd13faeedb387438c7190e6d600c30e61d5faca0ba2c02,0xA21392dD4b12CB543Fb6d1e4e8759B3AC6e55169,100,300,YPjKfaQdNmx885PExN3FLAVNVkWkEXdXCiGoXFNnJ94DZhM,6840000
0x170d954d1592da721a65dc112c473bec4b70a65f1797baeab3af18e8f1afd1db,0xADb23dfba5B01C772b7c891e9640Fc34d2Aba131,0.5,1000,Yk3nE4dVpyZ5DHs2jabrERygPi2yQzdZR1nfPgy5CkKBy65,1718999.999
0x8ac553563c672e9ad9ad5fb9d23565af7ba7f94c30f2be2b6e1c1953d59aab4b,0xd5Ba25f7F80c2daCA180E63ACD0806B6b4E5423B,0.07,1000,bLS5yQ3hpuZBSRqw5kQJb8NWaZo8Q8qEHqAuGArqe1GAeu4,16464
0xb0ccf9a36a3c1f66e62002651c1666b88e929c38cd15015e0c1dd7bf6939b553,0x5750220b57a57d1a6785c90560149A92CaaE7743,32,100,WPYzWtzQUZzEnPERDx3mUCMjidrWJNqCameXPkFKnmJ8oNq,463999.989
0x5311f2939964ba00fbdc1d5c57f2dc18dd48a97696960ccee8bcb038a642e126,0xcBBCcFDCa7bE9985a65045327cac743730209Ad8,1,1000,Xwo8qofYwqDWpEbFupcA3mpqcM5vgy43cgyaaMCGRjqEVjC,272000
0x1abfe570572da49616332260c5384309439e0ea7eb471f2a0c452fdfce357e74,0x0df9BcadcD83bE988952A73bd9E514159e8888D1,1,300,YcSA7g3ongjChqZRshgr38xwzyKjENstg8NvSa5kLrfAYwW,55800
0x8b16627697717b1c9ce052e0dd9b084f10888fb4848e4373dd670961c5fabad7,0x9EA080DdBD934607616FD94111cB7825A5D18d12,3,100,b772tLuHUCimGJpAkcQXJPRt3pw6pdxiwU7xraKHtcSKToR,50110
0xebeb181a6702b7609d7a100ac2da372af728c43595a4e7c5a95862f96b4371ef,0x48921067342673B093C92060Ed5117c1E8D9526F,2.5,100,aiNDuH1pzLAAHMhne3q9XfELK7bPGKE3kT85iyCZrw8n41r,38250
0x8c00f331707a11db29aa9f59cbd55b9d465c58f3eac733f8a8b27e1d009843b7,0x5BBC0651bbCC5a1d03f8C5d637986E0B840B1299,1,1000,ZtA4bpgereuuyEiytRjhwX6iPe2Z7Qs2d2TadeAMQHy7hko,252799.999
0x610a6ca9cf10713a7470c73808755d6c06fc4019a20dc5788732f7323f4747a3,0x52f5281Eac802D694d9ca6107c0D84570336Ad33,3,300,YiRBF95usxrvk3QYZ1qU2rmiihCxYvHYXasfME7xyUtHvbu,168480
0x618cf0ce47c281505540fee640839b3a9c0cb0ab854e807c63614c578ad7c96a,0xe562DE4Cbb3E4DbFf40C2036804BAe5de0360b6b,1.9,100,Y6RbdTbhzF1p5KB4sV5s4Ze4qWfqQrgTQCqcpTgDoYQuFf6,54920
0xf37298347698868695dac6a1a4db4abab1952fe9d669eecc19c8cb5d0c6d0a1c,0x761A282F313933E19561a0f64999ce6e340A1DEB,30,1000,aLUzuxzEBKTemNG8NefMsZFtuyyiiUraocnZYAuydeZTNgG,7295999.998
0x0c85aa5d520f634557645d80846c1206f91d9979e54e472b8e0636e2a8cf8f5c,0x8767c5124E80d6528bd3d46067f0B68Ab8e2dCB3,3,1000,ZkcmvjAfpf5eqbUtNs8hcngHKtDLdm1BSs6SfBFa42Hdgt7,734400
0x50beb146b383dfa59f06f80536c7fb332f95af2e6b43abdb0e4f688e14593ad5,0xc8aC50a6BA786450676f278Aa716Eb2bA7249B22,4,30,ZX5Z3SPU1qZwK2dLNCmbGop5ygpWa6BWy2GhpdTGG657KE8,0.007
0x8596c8d1559ef051053978129a1b3c34b5116f991d265540bc46d95695c7138b,0xbA10d372E309e8e650eA00ACa8bc817bfA20E6C1,1.9,100,Zt3UMX7T2vyFGEL1uqFkKB4dqH8E6PE5mCKx2qpeZPmotcG,33250
0x7b146f0b668876aa16220f835534085579bb99aa81080117d204303bf2a36bc3,0xf1AC864EA7d3faADabec99d094AD2Cd26B6484D8,0.01,1000,Zqr2JyxmAjoMDir2ehxpTuW9RKxH1w3LaAhHHdwtLdHPSyD,7634864
0x887aac96e48b81afd12c90fdd649eea21d098802026521b706a62c580fb8d115,0x2d69b49e79CCcdB448aCe1B4E5193E7Ae324cD62,0.9,300,ZtX8eof5xHHmQvXzxTvxJiykB3GYZggB6beLtdGWQSD8Eyz,50544
0xbfbe873ee96d7e23edd4bdf8c28f67ef42835ebf99c3a87a25102036a9c3e3f6,0x3811B97aA58D0D44a4E3485C273a51967B077DC2,3,100,Ym2gSiXD3yc7D7FdnK6NmSyngoDZ15rhjA6QXF9197NK3xY,47100
0x9de0de78c61a433e83957c1f0b31867ba91144f80d18d337dabfc157c468e1ed,0x153665d76369D4582B85E5B8EB91D99dB75d7Ab0,50,1000,XFZADkrpbk9upnNhgC2meUdEqi94brd9iYtXWQKjRsgb6xs,12560200
0x1ffa00d43b9c05c9e42187d9a1562cfaf708b6eada9ac5dfa5c9a067a119b2b2,0x5BBC0651bbCC5a1d03f8C5d637986E0B840B1299,2,1000,ayWsaDukJ76wPzRdbdemeM6Ykg8gZgNUnaiiod5559ebTGQ,502400
0x33469b354ce79e2848a64ea7a3092810866252e3c615c1553d5bf050a9e18c05,0x5a5FC02D626AC55a5cFa0fF3e31bbe0DDb6Df046,2,100,ZFjAyVeQ1BXhouqJBgxf96rgMHHj8KBZZkaJigywtDBxF9R,31400
0x3fc5404dee903a69545a23999ffdef47456bc60ebd3088ed8a3fb2d5495c7e71,0xE654deB0c70a4241FD4A2774847810F4DBcB0538,15,100,XcQbyQXPpEabBsYsf78ZaMUPCeYSULvJu8uY7ZKscQbVGpq,294000
0xb17f78364fa7b6f0f736c784838c9d5f52e970326cecb583cb1d73e80b63b095,0xBA179F9C7fE5B6fb9Ff8378bF1f802E74Fb60E28,2,300,aPKxXf5zg4Su1AhkN4xFPAh2fDWUUQMaUVC4GJrVwG72GK2,134640
0x7bd015c83e6ac0f19166884f2d2dd364a79351ed86f49f3438c38bb0efacd829,0xD8631302F7210EBeF4F97c1a4A7aaD799ce199D7,3,100,VwtWF8aJfFrpijkzChs7kJkTp7qDRcYVghhnPqTGbsA2EtG,103080
0x79e35d3cb2b67b2101813081304b7eb64ecfab5d309a1634ecd52cb19cc097e2,0x0251a5094286A8508165adc2ca109B1C133048a5,5,100,a4WSf5XHhz9xFWWjChNvRQiSxsxGTErgCnc9S1sEibKBBZ1,79000
0xf39b84299dc9923dc3977a62594d3d88ffd5b920792ef9fd74b62a33063dd22f,0x5fAFeC436B45a12Ff430804A644E68Cb012E5bD6,1,1000,ayRLoJL1FDJKHiQpHURtUpiEUULW9r8LbqoTFKbgraiU15J,254400
0x9ee15a7fffe3704589b4334398cff10348583ba3b70d5c0664aa6f3b5f01ba00,0xe48abBf3061CE5718695cC0F49D639e3C594aF2B,5,300,WV1p5J5tFqy2XBNrtpo87Pc9nsLXzkMfsJnBDHt5ef3bHXx,628600
0x0af7e22ebd08e12ff69eacd1adad6d4f1c46446237c0af81ff66a685c76028d5,0xfd6BC42Fad67ee7f7fD2004829473f89Db85eCb2,1,100,Y9uKPqUqpr9kA45gSeAQkF4zUfLUZr9ATf6AxuoVuhZcgXb,70620
0x30b019f343d096c5f3e82f1c0bdad6ac3153a9a3fe055e20a71df773795b36b3,0x5d4F25b080230976187e9897A4cBb4c284D7C390,40,100,XkmeFxB35Bj2PnMKV2PJhYtGhAahSjCYnt9jf8Pv5auCG5S,636000
0xe8ed4f2451d9a08ce47e4244be37c49b609cab312a9904c259376cb9037632c1,0x9E929BEA9ABB8Af14B4eFB4df49A853517E99a6d,1,1000,XybLxCqCVMcjtv6Rvq45Jx4v7h65fwjfPBGG5qDnY5Nd3Fj,254400
0xfd0cbfecc70b4800a868bb5577a606bce79b0006a0ed7a73f068b5273f69f4d8,0x265dAb7EE609aD010e3Cfb0ba113dd9eE8a2fE33,2,100,aRSb2PgugTdwJoUAPFqm32j2CUs3QDNjeniaiu82h9KSKy4,31400
0x780f8c74b84035b02455d8993087370d849e0511f813a830939e24691f47aa14,0x5B85ce5F0895FaF429829a638f0b33bBC79AcfC0,20,30,X5vz8Vpc9mRZPjPSN1B1GMLpcjSyMoCvW56FWxP5nvTxbfR,74880
0x1dc56aef1cbf81a2f81be3d483d2dd75eb665a9af4027747387673ddbbd8e25b,0x2d190fC8D7a6e8e9fd124D69c8D893761eDE805B,15,100,ZrtAFnYXMLymfLUPsduWuRDmMewHsZXNxPYsQP6BvxBqfzw,232500
0xaec48bdb914a997ce83ebc7c286245cb6af70e47ce323b58c432efaa90b84704,0xC311945e5cC69f2545ca07a858ABB22F99D4fFBb,1,100,b7QBCbTVGMjuGj8Xq2ijgYEuw27V1ZdBiqXX2T9kVAKQFmP,15500
0xc9c083007053a4cd8ff68f5aeb1948ba40c121266696fbf71a9ede8f6fd6df91,0x9a5cDC551713f81849367f65446A054C7C02079B,2,300,Yk2wboUHWeB39njY3hKKPCS8JBZazdu22No3jduQLernpWD,112318.996
0x9fab41db623dfc4e95f7d7a99741c4e45a8c95bf9c670b5e27080f0bd098ff7e,0x04d1a2f392A85f4d2Bd9DC0d6e8DA3716A60914B,1.5,300,YCsZCBbgWh6eKwSyGjEYBfCNiX74QJUZqves64tJAaX7tRN,116190
0x04f56e73db41edf908a0881f70ee543d5dcdcf9d814ccd2fd605c60d9d8931b0,0xb9d666984888ECff1E7e468Ad1e482eC74ea2017,0.4385,300,ZaEyyaex9K8KEhC71Vxn2HTgkHzjqdYmDcd15JLPdUnXb9G,598231.72
0x07e8ba72546ecc6ca99b9a3c2bd8f3697ac4c9c1615fe87e4b4f28ec3e04ed37,0xDD10f137A7Da42e2CD7D545bA8d1e158C4F0314f,100,30,Y5Vqt7rjbnDDYDwmmqZHhJ742JDPqPWsz5kJbkk3Mi7kYGY,2897598.998
0xd5d2faca52b51eb65959858febbaa43f5f5bb0328239a2dd460ba806b558db48,0xC70C36336037ed70c55440453B8ACC64225B22f6,2,100,YY1p2st6MTdJQS55kF5eoGv2jXRFmuMzYDCGaByzKfq3XSU,53488
0x1064f08f72161ad1784c5dc743b96586f278d0d277d4355a30321d511c18bfe0,0xe98396313Df11e06665c22EF4509beEB744c6604,0.5,30,aXTjNTEzDWNFpeUyZgqKf5CWDxsjZApisQdsLhTybNSQ9mn,1836
0xf0f9340cc54818fac1f29b5d1e9fa405c1f96a843782f2de017da8c9babd67bc,0xf9ca7200b75249fc979D0EBc584e13894b35Cd97,5,30,YdEWpu6jzNbgov7YxDEGqA5oQP5GYF9rtJhVFkwHXruBzvT,18720
0x5494dd60b8a170fe6724cdd2fc101e2d96608fdf85d2dc6f8c69dd419439e69c,0x4E6180F2eCa3F9BBBA840F324502A95CF38CB468,10,300,bGo4FAucP1eE1sMrG8XdWDAVibvhJUXBKLrbjebJe9bt5QN,561600
0x04556ab7d7948c5243f4a2c94f8c2e201a16da5d08eaa72e8fd6545bd2a123b2,0x4C76bAF16930B82a48448C2CA9708f1Ba62Ab1fD,1,30,WEYLK8AxLsm1yE8Z3jmCDboU8p2YzsidZJpcrc8A2UVzJBq,3744
0xebe1d84a403c98304a3cbb591ef1f222de1b2aefc5951190b00b1c3d583595a4,0xE92A8a35896dc2964e7c50Aaae54fcB700d3B15E,5,30,YUuau6bHRDS5MGq4CB8mRBGVznqHEQKcwK3ToQ3gpXYkZkF,1092240
0x78e3b294d50b907b2a82cdebe1574d6fd9c75e595027c73b5f77cc0a5019436e,0x5001EB739dE0D1998A925D4E7B6669E5414435C8,4.8,1000,W8ar7N3Sf3ZRFPSFPx8zynWTp3gq5PrLf7SDbvjELCx3hHz,1182720
0xec380cea4f0e727e5f092a9089508cef313c6d6ed4d306db72ddebf41432d32b,0x104dE2B12a7C2Cf9715fc103DDc312314fd7f8B7,0.2,30,XhtfCmtQEoXBsX9MQ6CEEWqFCzzZ36Bz81ryZYzqsqqFQ4J,744
0xbf773312c719adb0436ee49d056d07246ddf9d97dcca8a8ce334b94cab2b0bc2,0x6Cbf02059cED43Bc6e3bC855D9fA4F057A892727,20,30,YeyU8js7JuyfWJBMddtmUbhY2h9KY3d1AGuMheA2N3JLmwQ,148080
0x499dc55466b723eece829d627dbe5722681f71d50733db2e9fb594cb034057df,0xC57054804A2D81c5DF6E3F107E463464bCdB5917,84,100,Y2SaRPPQwXH78ZRFyyTTAsth3WLgMC4ZDTtx5sFAkeM69Aw,1293600
0x5c981d955fe083ae2198b8b600b99e247494eb7cbd8b78ad8fa5073169de045f,0x1647B80D7FE593e38D0b31B52FF195a83D25a63b,3,100,XQzftJunUzUnChx6t8QHiYyacXttpsTWbw1c4fbNCH62Moa,204840
0xef0df26c398e92433e488162fc7f966326ed96ea210443704a37e053286cc89a,0x3E880Db87082197292e2A7447f2C39a3C55E0A8A,2.4,100,aC71NmwAcZhJsWUkRSEBdG5Rk8qEUWDGHYvYeSGK3oSTCCf,41570
0x6713451e211da85556655341fb41df66dc970ac7ea4ed4f577b4eadb4821b916,0x2c8A3d21C197797197cD590eB8ab2a0676dC648e,0.3,30,ZCFhd31wwQYJ8aqrAcUn1k1sEAUqaAFaNBsK3KmFD6vX8XD,0.198
0x7c0a0dc697ea920537a1f41bf322cc6367ff809123cdd955ac9fae625101e8fb,0x8A53501AD6450330E6f5397af182bFEFBC159799,80,100,YQ4bJ4UAUBuU581tn6WGGfDyFKKW5wt6iwroKsiLrhN46SU,846998.998
0x6a32c468aec3176c601c9711e14bb76257a634c5a8c0875b16dbe7cac6ab64e0,0x7fc961737CE37fcB682935ccff859abdf009505C,1.25,100,XqsEu9BHHSrFYwgnUX4ik6kAbi3NYyYYCfdKteNYEsULctL,117394.497
0xdaab7e7456b748e9ead68cb6741c45cb97cf87b5fd59c000818b4bb0f87f1699,0x7b98a9E1197E4505774624125be58427F8c20d24,11,100,WfPYs4Ypeq6EKNGwRv4SftQ5wk8ASiTgfkNKbHqUQ68jYci,168300
0xd02ce1a0c7fc8d5ed32503b9e83b5119cd2a6cd2d9ccbd01098e04704c531a13,0xB6E1FD5a849AD9B5D2f9cA36e0Ee04cfe98144cF,0.3,1000,YCskMrHbkiEx6VMBpMHVruHkjrjbf8NfuNVENZMsnYYDxYk,205440
0xe636769df4f98fdd1c3b9fa296a8b4a0390d93ffc169135e919825c81a35f921,0x08bf056C728966C8d6D3f2ACB0Ad4BE521ED0631,0.2,1000,b9Nu2DzkxXvGPSt61C49qhUMbME8a1fqWwpan6K2qxdUBEX,2105920
0x29224dd6d3ca6150c5755f040e1e2122a2c7ec45afa3eec83d91b89c554c894a,0xD1432FB67f894A6fA7E47Dc649F3B720b76Ce4f1,20,100,aySbo8zmMFmfXnWELFKu1DCyML5k8ZjNNyWVa6hV9oPpzxc,306000
0x3a85537edaf949a93da8331de71a1e623aeb9be5b7d9aff749d570610e67d65c,0x59aD1737E02556E64487969c844646Dd3B451251,1,1000,ZWreQeAJ5kBZQ2EVkBGXPwZepcU4U1Tb4BQJjayFvtqQv4f,319800
0x3986c01c82f99ddf14f99a71cb466f4d22dbf541f97163216b0b648c3af288e7,0xF4666d457d3bc43309278b17e309995f34CA428d,0.9,1000,YwXCCWfjBVrHG57poZpzsKzXUzTDJsiYttDRzvdhb14M5om,220320
0x54369275a1001e9a85c5464c6218dc4fba4a0e6e5d2b1bf1c986df90350250fe,0x90d541bb0ef7aAF1f4d344A8754E76ed996dFB59,0.25,100,WW1rTrmxPSJLADx2NeiEfwUVUSfP3QEs9rMQxJX1hvEoTMJ,3825
0x0cdde316601dc53c9f177882f8b20acc136d87d7b55d9576c502433345551d88,0xBB94a74841fA4D8732E928c6590551134Aa23E07,10,300,XZnQ48FUe4EWi8ZuKVbW1CgocoYzrBLCPLkZx1knLiVa58U,1586207.6
0xdfbee5fce7b81a19fe544702e197aacc2d954426fb01925c77154c2d397cbb9a,0xa37fFa59c29327Fbf4dB362758C01316Ac0f4388,0.1,30,b5gLQoccdmASZXmwgRXLLQT2uGt3uxaE1oRsE1T5G932x1k,8270.4
0x0188690d2dc6dfb650614d69bb70e7c1f90a1d362203c44a580bd3c74b62f7af,0xA21880528906dd770e22db5Bb1E2835fd693d8D8,10,100,bTMXt97vjoW9nEx8FRPbf6EPa9vUnwra9EjdB3FcjSgV7NY,28052995.993
0x48b0a4abd766425e324bfcb561a3bbd65a11e9408cc0eefdcd278883ce429b65,0x5d47e5D242a8F66a6286b0a2353868875F5d6068,1,100,beRqEY4nhpXpkQPPCYG4pTw4eePqtHgzZqpBnfJmkxSTygb,29204
0x87bc00928611c41fab9a6cd6abb02be67902f9133699289233822d634c647a3e,0x47B6B5260c5B627378AA6460dE5Ae03c135761cc,0.1,1000,Wac2qwX2Bn8puGbm4Wo4CY7u76d8cTKYzw1A42vjbX8NHvU,23519.999
0x86e706e6c7550e1cf00b11371c2f9413734d889041bcf5e152ec5d914eb81701,0xDEeE1E2E4f6006af396cb00CBe103A8F8E2Ab6fe,3,1000,YcQejfuj5iEZ1sqCpf4ogjpQswHGY172ysTddYzxVtJLqj5,103998.996
0xc7855e2c29bc53b6cdf2507d383c0c1ec727137470b0e75a35434227b2f1a8e2,0xcDc05F7fe4753CE3F44fDb0389C07C64E7C96e0B,0.2,1000,Z2BsmE7itUveVPdMJnyzc27quzEeh3st5d8WkXECTkpoTqC,88200
0x5d28e79ac58349aa3d2b5198495b1f7a61b64213f9c87a306536bfb489ae9390,0xB6D4934FE622d1637AeCeaCd8dF8FF5A06219467,3,300,ZUxZfz9DPqLP7ELZv3a4RZc56H6d2Z8gR8iMbFx449198VF,162000
0x69aacf70ad2709b45d9ab874414650090a6e9543507e3ffd2319f02e5983a6e1,0x6367440e7b9786AD3A873408fafEBa7D78696572,0.9,30,ZAKytyUA1FRtcy7cdhcTKXL5c7h32PVFx1LsBkJFBAtT1rR,8819.998
0x6b4d597a4d80b7709bd2faa673f7068c37b1f2ff2f41af093523d373a933a112,0x2c431b755d5B1CCD238d5B8470B35AfA2591474E,0.01,1000,bCj8m7nE6jYF2nvmS7v1Nb3P8VezVyHPASzsTmRzQfhpAmz,27082385.985
0xfffe2a31e157af8822955ec8c60352a42a26db3c809478224613ae76093bb078,0x0598112bB72E23b7B5976c0ad027e3DD73be5761,1,1000,aTf9G4sXDkgSBKmJ2vhvmGN9fSwnBJHFdmKSULRmwKsJCqV,304000
0xb6d0ac1c4136195af0c5c6b5222ecdd2f5870d2aaaabe0da267d445abab71e58,0x51e37c7fF88dab4334E2E5F2a48706804bc0f7f3,0.65,100,WYMycPVSHTmjAfFnzsLRXFQCHrU1dX9XZzXND1F569QDmsT,0.006
