address,amount,memo
15E8dvnkq5bJfiTkNycvKMceoYt8Wf1i1QhSmKC8LYUrZJ7F,513134300555386000000,
13C573mVCmJu8XoPG9KN7rs39m5qSMrpduWiRM1KiCwxGFs4,1128895461221850000000,
14KDGKv2JhaaQsjZ7ZBFAYbv7BK3wGzHzCNkd8VTZ6JsHJ7R,2195215051704500000000,
1212gDj129KKW1m2j1jFS4GHbEYBbGoGMkgcB5FfA2PiULXt,508053762926125000000,
16PGZBGZtXTqTNAHZcoA9Maqtpjzh7J9MDH5yvZRZtD53GAj,508053762926125000000,
13T36ktgRsioQ5a795hAiBocoVSrvNutgL9n825JJdNsK4SJ,1422550536193150000000,
14dpLMoXTRC6revoypp4JW8tS3r1whjWRSdebtifDYZfRLHQ,3048322577556750000000,
152S3VxR5bmi1Hur9Fvf4Rz8eAXtugvwR4QFEzRQtmvDC47Z,595235788644248000000,
13GxVZnVJTCqJTkWJAhtRNDTVMwGLEKWs9kvwBsAmGkuZFoo,1524161288778370000000,
12uNF9kbrD7DgXdLNBtsiwkkEcXZuZNxbgxVZ368w55WFBiT,3273796837543360000000,
12deYeAG8ALchVz5y2YZ89x1Zj85S3hcc1dFARsk4b3oXGfw,995785375335204000000,
13NAHtPM63HiHKcvi5fXxYqhbjbspihkyiUvLyWiUDxZPUZZ,1241683396591450000000,
16iT97ebrb6fgchWrpaaK9LFWxezuSZV6PzoxbpTaM3bnzyE,1416250669532860000000,
14YgzaCUYfT4tJ2euDNCJawxfN1H7gPgkio2xq59LDGEuE6H,8210148808886170000000,
165sAF6CManDivuG94jWJ3SKYPFkQUHT9j127hqeFnBNkeKF,5080537629261250000000,
13wYaWTQLicMrvyYpepmSPaofeQVxR5gkkWQxsc8b4c2w2c8,1128895461221850000000,
15rZ4oestggPL1y2mGveuu9JmJbS1P1q8JVXgmFaivcYAqrm,1661335804768430000000,
16m4W2M2LEAAcuNx5x942CzQ8Hv8NNX2gvRoNwPKHcFGr2Eu,812886020681799000000,
14ifNRyz3XvFuwShD8A9SHeFKNdF42Bb4qzjVSTHMTsz9odV,609664515511349000000,
14TNeqk3YwjgrH8sp7dMA8ZRA3YrZeUoLEz1XupcVMDTF3US,3772001867196790000000,
12TXxwg7LwZcBLnJo4anEY9skPveqwHvPNBM7FDnx13QgtL8,554185044599817000000,
15UfLAg2venvAQzhyJ62PE4x677ae1sMW9LZJzDkVM64ezXX,2133825804289720000000,
16FCxTqKBsraxvHCxnMAbrCZei3sNRaeL4TpLnea9iQ8vT43,5080537629261250000000,
13BKBsgSfxiCDhx4U8rCtfqQABkSWL5PLzyNoVVzRx4L9ByN,508053762926125000000,
13BXPkaV1BzdnWQFCM8Tm78jBBZh22MDNfyQ7UC9KiTzoWWn,508053762926125000000,
129qwdHuwQ512bdCp9PVZRXVpy2pYCu7V6mgFaddDAsHMG4m,1127879353696000000000,
164tevqWgfkruiZf8G9Ks5SUuuthYz1CyDCuzdMzZ2vA87Yh,1016107525852250000000,
16m52m8KvEZLHXPj5bCGLHFsnDgQjMLD9oP2Vy9MyzjENGY4,7112752680965740000000,
12F69AAiEjqSPBrnyyVTKnrNGgEKbgtYXnEV1AqoXSYhPQUW,508053762926125000000,
142pkRRKML3L5rDup7qQSTztW37qgEL2ND6L9FWMymriJ2L9,1231522321332930000000,
15ANvqZvsCnkGJrUGDc4cT2JfGFLWukPG7Gv4Qb5krn5yCCU,4105074404443090000000,
14iMPde7UmxY8cvvgwC5sJYiTiVtB1JW7WysRE4tpeMj1WMw,508053762926125000000,
15kUuYHAbscQGN5qDakgj2DaHbvuvWbjJLA2PbfqKeYeG4Yb,52275683882520700000000,
1KvmbiEvRCR2dU9u42npt12MRicPgEFQ3ghF88UnbTq3h9K,1016107525852250000000,
1jsGgfy9Z4DALGsTfDEFhAHcP9ET7sq9L9YrQoBFR9ravgn,123889546122185000000000,
14SRt6Vk5ZCi2dAk5PTappdHyKLUH9dxQBxmd5TENguMUbeo,123889546122185000000000,
14Xz565Y1Zck1iNvwJGGchbcCQG9AC3jQf9qy8TLF6zCsfHw,4267651608579450000000,
13WRfjBaCCuUJFunxFFP1ekBZr2pozuqH4zaPXPD6izk1gtu,508053762926125000000,
14bB3doJQP5VCMzeNHDHR5tX3KnbhL7cG3UF2JHsgScJmzWR,513134300555386000000,
15PpJnZWgsGNoXsc8tiaGduppaArb6gz5G2RS7NtX8LU34RV,508053762926125000000,
15JBdpRuAgcR5f54JmUfD9qQDbuQQMVCstst5NNrz1MHeiLB,508053762926125000000,
1sEDMoD7VfEPPC7aEwTFo7tGFwmRL8ErYzZXWanezq7iAsQ,508053762926125000000,
13dsDTnmtAwj5WaVAWBvUikec2Ps8nY5HbaQuTyVJEdiycDs,508053762926125000000,
1FLEy7SZDkS6Z7SEQVUfnE89cMZFAgAwEyV3vew8LB5itGn,508053762926125000000,
143VXVXd85thXLZgDY7jx5Tny4cU1cCf8uo8VBimPwq25q2C,508053762926125000000,
1WhfNmoJkdt1XpuyzHYTRMPkkcNKKQZpuLngovAePMzyaj9,4470873113749900000000,
12eL6sAvZcuyfVYhBK1Pc9fjs4LjKvsVQc3JQ4zEcY8qMHqf,2634107525852250000000,
15fgjZcBpKM1bTazF5odkknvWvFAnnupPxM5i7goQuXATQpi,1524161288778370000000,
12GW3RFVHpM7uXc2r6W3x5n2h3iupuWc1tgfgGfP28T2wuYU,1026268601110770000000,
15T7nYTUcva4z3U2hHZcUMYZ11Q6V6P3zrg1cuH2ZVQp73eg,508053762926125000000,
13bgdiRj3eeb4286AhA8vwQC2VNVRtQZFGTNsqhL88C8HFbi,3657987093068100000000,
14T3A4B688ubuS7DsFKEVNQ1NpBhGXCbU8LKcQfsGeYBZSHY,6807920423210070000000,
14GE52yd1H8rrvfT57XQbgpiK5drf1hRKjv4hS2o4EpfhyTU,4201604619399050000000,
14tsy8nwJTZJ9nghT2TePRBsybCrF68W8yULRRWwrvTULPzJ,1016107525852250000000,
15wx2CvtdYrcMPNJVdviwx8oJ1WHcFNtPYwN1SVDro9jZ5WY,1016107525852250000000,
13xE7w3LxgHKizPm71XYLZCKLoX5UBkoSLCt4cM966zcMApM,2541707754971050000000,
124Yhvh9H2YGjLBqVMcnZ5FLzUyNVaAUgmXy7UTFLuRSbt5J,1991570750670410000000,
13DhCzZrVP8WFGWBxnjZXiMy44j5NA9wtQwPKwD4zoL4xLdA,508053762926125000000,
12WYySKckuNKibwvRtxFx2TP4NSLNYHWF64WPCoMPXaGpcK4,1742624406836610000000,
14deH6pT3mLb6UFGdqCw5mG8qizAFALhMKX73UMoFynr1DfE,3048322577556750000000,
15pCrsNjP4aWegAgpJ7UoTDks1pKHjKHkQgeDkmTb1gt1kN1,513134300555386000000,
14iGWLtXfrTb6dUT5DJaGWDtQWYpam8W5yFbEBi6tcZxydeX,812886020681799000000,
12eA8ayxRqFsQX2vDk63aBxqgtDzCj15cfegie5nncynNUek,30483225775567500000000,
138SsFTScvzY4vbWWrjMTrS1EzxYCc33nEvByujaBHPGfu34,1524161288778370000000,
13fsKhEGJwJNzQWGRtcGBPJYEtVUPkmM6iWgUiWWPvG7oCSm,508053762926125000000,
13MZU8z1ANCV7vTJqekNiNWH61VtjJyFgD1uqwjfm6oPChtZ,508053762926125000000,
1RQEUqvTUw6ALc9DinitaY7ADzD4H2Hq4KqEPRbEHLxHCbL,513134300555386000000,
16SGoPTHXeDBSUJam5r9XifqBAxxJAboudXY4CuompZBWn3M,5080537629261250000000,
16kQDukJxSbxw68uS6zjE4u7oV39MrtEi9G6kbaLohJeYDts,2032215051704500000000,
16hxwYsZaLpQKZE5AEo7wLp5SCky6HKkTn3xE7bsFyr1sHNY,10161075258522500000000,
162TQLcHaN2zriRgfMU9rFTLpuRpApakUftDCjN4ncXSKJ8p,1026268601110770000000,
12bERNH5HB2oVkqL81e8iHxS4hzk2Cied82UiNdMqUbRThRT,513134300555386000000,
15wLxjPrbjuFSXn8WnZc3nUsjz1g4mczhJmgXETmQEQoaizX,513134300555386000000,
13VP7GZ9tfnzBKyEniQ6rJRyJUqbAtysUHM2uqTmeztq9ez4,1026268601110770000000,
14GtiRCrHtrn7wFe3xJ4bMSUY9vmEt18MXyzmd71FWQTFeaV,2152537202221540000000,
12n7n4MbVYpTv35yPm1eVr3ivAF28feDL8KAjSWXd4DpnFoB,711275268096574000000,
16PWQo8MiAvJsgEpL6hR8XPV5sfUsSsfqGo9orZG6vLkhvdx,513134300555386000000,
12gqCtvvgSFCtao6CVTY1HahKVKEku35z8PK6fEXLUFuTYDS,1524161288778370000000,
1ZdPEh2imirhCFFoZ7YkwAscW4WcRGdh8Z74NmTtd3dojJy,2032215051704500000000,
1585RBBE1dZWjNtVRkhx8LduokHet59pkwoicGHSvSFZ9tkb,923641740999694000000,
12N8GuQYXuwdnH4pAfuT8iwYygmDwMVowJYcN3phJsykqs76,3102322577556750000000,
16ZaoKRwgnNLDLHCHmf9rHhBPM4qyEP3VWUP6PNwfJU88Bzd,1026268601110770000000,
15qofYpu3D14keQHdPx1ebsZ5W65fFnCsXEuygocVdnGw572,508053762926125000000,
16ajLyj3FwGKPJ1xdqoKKE5K3KPxNntTRZDFw3iyNzUEb7yM,821014880888617000000,
15oFnZ1nkFpxf71t5oex74D5kt3D4QZUhuEEiguwXGJCsa3P,513134300555386000000,
12YH1DZsvDrk6En7LaJu2ukGpYfBiwajDkqCphQ4GbLpp12M,508053762926125000000,
11bbiBCTwEZ9LsHu792UKeeNRygbXfH9NUzFiYpbVSXuvVz,3149933330141970000000,
14uiErtkDEsnvs5uAMFmsJCaJb3rwkxHkQhDGBQ2u8yB7x1W,812886020681799000000,
15mKAPUFhBLpgJbPJCizjvXzyniFiE28HPh9qDhJTpd8QAHZ,4618208704998470000000,
133W3td6nBEZ7VH3ma8RdbNKnmm1WgMd54YAGHoYPJHFxZLL,2337047309460170000000,
1C5xwMkc51P5LQeG4RpFqNjm6zehWcrAVdnthQar8hYRA6d,718388020777540000000,
1BoSE2pFXqXNtPUfoNYYnGUgio4r1a2c8x4RmoWjsNzeFL7,355637634048287000000000,
14MwnKys3RESPWTcMpkmfr1Ghi3VeK991yoE95kUihgYocBd,1026268601110770000000,
14fhkV6cN5utBPKDfZzaykczo3NVNxg49k6zyPENa6k9jNZr,3048322577556750000000,
1BiqSVuhPWrRxRNDUfbD5drbTw74BqTBHkv7zn5zgeVKUd4,3048322577556750000000,
13wvKQxWD7Xkgus7fbSzrzxccEhoqTTbCGGYfLQ91hGkauwS,609664515511349000000,
133QHMhD4JCrs9wb45fmnt1DTnuACx6vKWuQQsH5gnTqUfXT,508053762926125000000,
12uu9CLhC4mLa2N6Z6Wvj4VJzTEHHCtBsghqWtAiS11HttuF,3861208598238550000000,
1UVbSZxNQKM36HLS8kSpEy2LyuN25h8xHT3YJ2n4Eg8uDBg,513134300555386000000,
15UyzWYSWGhJ184ANUthZELjbxTJbcyPF4rHFxhFDCXNn7QJ,2870503760532600000000,
12n5bRHEko6rSNU8X9G6qUzYzAHXTE2VnsHkQi8cfsGvfqUo,508053762926125000000,
1QcDiSEByGrAeAG3Nmw1u5kRYnDZcrcBWEp3Q6utvKLoBBm,1016107525852250000000,
12pUJQexskbvowAsNEWWN2BJGYvbJbVsxJREKgMrmXkQH8t4,508053762926125000000,
15XKVdUjzF7hb8mGzaFgtd3H8QoHPekYrBKkCZD6e83hXkJe,518214838184647000000,
142oehg2chNJh1wcUjx6SEtQWYUi6KpPNV1Qaoa2hbYWwX8q,2540268814630620000000,
16CjkdhMFVLy8qUHWNRTc7mtDUtVFzwsLeQMy7c5dNfXj4g1,1306268601110770000000,
12ubg2kyrEhbe8hPSVtfozNee7Tb1e1QTv2ZML41xvJVTc2S,1016107525852250000000,
12L9s1vXGaGnfeZAqhjjF5ZqMycH2pmAn6kDRm4LTWcWXMSS,207819391724931000000000,
15iQZBgtUhjHPNifRM5GmvMd9xR1839j9jjBrSdNABSGMqkg,2257790922443700000000,
14p4oHaBJX61xan54KUMNpj7mtVa99gV1SepNZdm4RZaifww,10262686011107700000000,
15dAdgKKNfKrcnEmptZxDT6wyKqRQyVKufA7dzf257DFFTQe,10161075258522500000000,
13C6yTLgdJomxgfZZpgQi2rq3jPS1ikzFBtcCFGeKuBkrDH1,513134300555386000000,
12DqxjUBW9A4ZFGuhRPDGoXo9x8PCWPtKNvt96k5MEHna1bK,3048322577556750000000,
1epT4gTwLSXerYBGYqw21VMrLx6vdUf2Xppah9ys6Tuyivu,11288954612218500000000,
14N5wgm6jTuDrmqitUNcQBra3Msf1UJn4oyYqdDNuwDA7xLP,513134300555386000000,
12TABJqN2HSgpynwCtor6NQcVYufHAXLc1Kf6rEfgrZVzx22,583134300555386000000,
15aULbyrukyQyCTEjqg8BLRYeLYs2K4nRVytkvqbWehRuKKJ,27841346208351600000000,
1688UUpbpS6WFsmUbaJkvau8uWAR7vPTrChGFyKfYP1UNsQa,1026268601110770000000,
12Z565X99gPv8aq9Uw2F1oP9TuHXKfiq8Qb4vJTDf15oZxhJ,508053762926125000000,
12Ku1h9uRsnT3kzGU5Y2xRcn1pn9wfAw8sgdsNWkP6dYZGru,1016107525852250000000,
13TR28Su9GP9CkKMSEuXuocueSU3MeUcY9euiaL3Z1ap4gc9,5393498747223740000000,
13mf31vBbMSkB4n9jTfTVs9Udco6pvZYM9CzQ3uN3CYPZ3Br,847992535699994000000,
12xpLuc8cLAPp7rPTXxegAVz7WRTdoPkPe8brNzNLHPYUx3g,1026268601110770000000,
15XGbuxahiaZNL8b5LSrSfrD1hk3TAVPY7wFJC9Q9gpVwXCe,1828993546534050000000,
16kw5hBu7XDKJM76fMD58siDY79cE7C9zRKTcXTDmVgGQH2t,5080537629261250000000,
15tLnE5et32uAzzQi2Lgeo8J71iqdNruj9sZzRBNTLSwexQ7,508053762926125000000,
13MydbaNfgRGJB1ToSxpeYaZpxMVBNgsn63u95wMSYk9Gm94,1767105820772450000000,
12rgxNoXCzh6eGVnPNTkyQd8EHHQ7DswLC5eg1dQZoUH16aJ,1257941117005080000000,
15SA3hYzPtp3CHeigBDwzmth4BcZDZjy9xUEU4H5yyvjW18Z,2032215051704500000000,
13gnJ3hvWTu38s7iBBWLXXyurgN6Cyw7cg3YeSth5ELqsD7J,3078805803332310000000,
16aLSE6dR4NTAXVFxiUN2ic3tQWBd76DJk1jhheGsv9yhLeH,5080537629261250000000,
16Xn7yEoFVUQuj2qs5kcnvJRWzBwEUH9FFgXzvUruynixE8U,1727382793948820000000,
12YVsYRRAGjd2xWPBKUH7eJkjoKRYUyGwRsMk7ao9cDQyiiq,5791812897357820000000,
123TytcGY1vkCSJDZyhdRnyFZJvR38o6BnjxWcZZUxRBXoQU,513134300555386000000,
1YtjWmXtRe2LV1AN6741iVn7jexdW2U45zrrXpFUPuj27pJ,4105074404443090000000,
15mQYRnu9V5WF6ZkdcYfNRpbmX9ZhQjxBvqv3g7ySeecYvQA,3078805803332310000000,
15oPBkykL9g9VgAh4HUUQm2PX3hhAgKgnv9hV68A8CizvTwg,8210148808886170000000,
15yo91uk2Lx6PwXMxhwH15V6qa7QZFhfsM4mG9v18V21KbNf,508053762926125000000,
14Xh7Cw6gFeypmzrHFWmRKBAG7UKDNv4u2mox2SFWfbidoEV,2052537202221540000000,
16SHc1e5zCVqJsif8rXaE5NwW3ZgssgDAKwN6unDXk5wjfta,1016107525852250000000,
13GDN5WgTbYyLzTXpaNYQJEBzHXGNKuH1uEWdeZ3wcXUkfeV,1026268601110770000000,
12vEVbnie3bqQwcPAa9fmbCq6FdJmhmfcbFuhdKmxVbNPugP,513134300555386000000,
12bY8YKRKFRNxazpxNsZBwPjSXQeYQqhMRDwStQnU3hiLXUa,553158775998706000000,
15wY94mwLrszDxvXWg4sy97P3q4QhjpeT3iTp5eV89zQnujM,711275268096574000000,
136PTwnQU8Emn2vEX9fAVBZCkCvqaFhWuGGwYSjEBq74pqtK,8636913969744120000000,
125Nu6AFWkFsKZu13GH72rrDxPLXazjzrBMQVvF9iTo2KrLM,2540268814630620000000,
12MvMZPCFFWJgQDBUBkmjd4nGu3KPGvoNkzQkYUnDL5jM66b,508053762926125000000,
14G7rFX5ZMPi4LMZZFyZgGAJcGf9KaW6AdVKuWiEbVJirDc7,1524161288778370000000,
13p5KBsP6ebGNvNxEPKRjrpftqZUUrUqvgfipijiq8hWmnKj,615761160666463000000,
1eiqxzTU6DcsM85eNusgc6y3modFLcEJ9BdsBG26sH6LqpL,580375792369826000000,
1244kUBhKWUzQ4hGrageVEQLEyYskHW1qEFQtcvWSEmmVKxc,508053762926125000000,
13TuThUkvoxbpHUWMjxSZbr5aehqTeqEVycb1ss9zc5aHsXU,1016107525852250000000,
15GofHLH2uiTkXSgRyUXKG7GfdUEXiAzs1vj3oRqUAgxMKCm,5842618273650430000000,
14wTtsrtFvTBfJL2a4QLcaBwW8Lr3a6NHiRcvizULA5spioU,4105074404443090000000,
13gMPYacmjxrsQLwfWM8wEZZvKy7887z3vVGvG6vws8t6rE3,821014880888617000000,
1Gtr7HsyeB6mjSNfNpTeW7YDY7bLKdzNTbQfcCdAyPFjruY,508053762926125000000,
1sZzAWFStWFcJJsrAs5XEoy6W97PsDMZ8GC163ahmQzHF7b,513134300555386000000,
12pZSpm66WgkXEZybNMa77k86t911bzNji16YFRXKuQXMwgN,513134300555386000000,
14Q4XJqFeBWGPDHtA1Amhq4M1Rxo1w9QyNq44UV3DrpG2Jkk,513134300555386000000,
16XPn3SJ9JnAzRVHWXkvj3EgRH49Mfn9CDTngGHxrE85y5HT,508053762926125000000,
14Jgc69pgHz1UyXq7oDXEfJ2AppGaSQcYtnPsSosC3oXJ9nQ,2565671502776930000000,
133ogtXvrmNbWNCsqVpCYk5hMfKdk1H1pPTHKsG3DxHj5pgM,1026268601110770000000,
153HMqD8Tp1xP6jepSU4oAZZ3vSpuUzq2t9PniZ18cL1NFFi,581586416249474000000,
14mGrA8goCdMd75284qo48NgkrW5rPijScsRscrbY7f3iMbq,4064430103409000000000,
13BWR7PQLzqK26aEmtMTtfBHGpevA7ss2YXC7dHi8fynMEV5,3927182309460170000000,
12C7g3XQygKStQHiYexkVmZK5BtiArRXKx4KrBumDmGWD7F9,2032215051704500000000,
14aadC64Enm3gwPHkNepu8dsC9UyVhGhd7hCzmXeVYBnQZRC,508053762926125000000,
12W5mgSEUPZWGudULzkfreH9Vowsstw9ypqM3mY5d5U8jQAk,1219329031022700000000,
15Agw4gBLuVebnpxvzv8ipn36nbqLVwBFFAk93ew7B79y9RD,5995034402528270000000,
14oXwpa2Kd6JkjLwmy54XK6KXuSUyMa1EaVkvQjtnRMCK4tc,718388020777540000000,
13wzp6cyGuVXtbQtXCxeMQovSHYRamZsk17UBs3RseXHt497,508053762926125000000,
14dXcaqxSMtkSEbyXXPoBvDQHdzaQKvNhFUdYK8zXWmVeYUF,4064430103409000000000,
1kEnG5j9ARigpmFqvYrfQecTTyNgmibwtMhKQBdXLchtA4V,1016107525852250000000,
14afJa69vZgdjQjkjkg3kNTNuh29Ygg4kYKzqRG3nTnNeVBf,7793544723286750000000,
1RfaBE6bYqwi4omdEwvQyGBmZyLYAEveqTVMudy96Tq4cBk,1117718278437470000000,
167WYd9z1QGxefcNz9EwdCEMf3gHT5wmVcekuYx1MnDdHyb4,1026268601110770000000,
16PE1uuQLkcLYKZR4WtkaZfSKftMGGKNdRyHnea3i1MZyPc9,1016107525852250000000,
12GtfczW3kp9C8upQy2kc7biPMHiDforvN8QE28Y99zXBJNb,1026268601110770000000,
15AU7Ydb7gN4WfJ6LYBsz4tqJC34EnGB3xzGpzSAcBGBqZbR,1216107525852250000000,
129qnPw5dp1ekXv5QsCTtcj7YTaQhsUNA5dyAa4iB4vsWPDo,1422550536193150000000,
13rjVNwTqDiGtBc6w73f5734MYvRQUJVTXt24jMVKciQzWqy,1219329031022700000000,
12EKrDnHz2k4gFhCcDW5HRbjTDs1tRWDWQLiwYkK6g9TjApq,18329563658848700000000,
1EPsKzd15sey4WDNsRfVTLBZaeSybnuuqotAMvAicf7Yy7f,3496425996457590000000,
14rSXeu1UebrNNNLjgzsomMnRZyfFFH4q9fSjVqEmXPYvHfC,508053762926125000000,
1ZmX32f8qEAUjqZSGZhkgyf6QcF9tf2YQzsHPKYC2DSEtN9,5028716145442780000000,
1RbYLi5dA6dcTcQXi5uDRaTZJxQ3pL5aUh3ZFX7wRc3kfqc,513134300555386000000,
1F6QnZQ8MNc29gGJa79k9u965w1TCgfbPeHNwdwufSfHeHD,513134300555386000000,
12YCszx3shCiJTycEC1NvBY5E272tAHFZXCjLZaxmdg1TyKw,1393254124007780000000,
1Yf2nR3rpQc7rKa2pE6SRm3vjqTgCVLuBw3us9hXzGtZZ4L,2603267481233460000000,
15rhE85pWXL19v1YwLLCdCrrMLGpYaNzkbnhf1BP9XfWzY1q,508053762926125000000,
12R1mWs8KmDrr4FG62DnvH2TxLHQhfMcTvgmNmLcYAsThLF1,15241612887783700000000,
15yXCmMGRBTdgxpkxE5t17bD5SK7gLiffpin8vGjLbcc4gdW,10129271092963300000000,
1Gk8TL2brYkg5gpD9m2aZgjj5azVkYYzGyL3hsKDcXYagk5,1677953117579530000000,
152QHZm46McNYitnnNKopP5aH97hHRjrbM3GgRdD2ZKhD7Be,3454765587897650000000,
1RMBL4pkG78PDDabRhnAKoKwdf215ct1Zj7HqBdywnV7uP2,3556376340482870000000,
13Ei31F5EJx4acSwRY2ZqayS6SvJ7XfhsrVNxeRBYobwtQNz,711275268096574000000,
13u7RuFuEmH5ESnRDf7GvnAxtR1RHH1H4UQRxZweLfKMtBjG,1016107525852250000000,
14r1Aq9UpAggVToYvnThDRsq5dzZfUd8LyE4yY4UAmFdMxUz,508053762926125000000,
12b2sg9qvNV7Cg7xgBkpWkH1EAgvqKqSstymMeR1TfHMptwm,1524161288778370000000,
12L6UQzbKt3Wgwq1omAcag87T5bNRvQM8pjzREQrYtYMrjV9,10669129021448600000000,
14TEhNTDdFpr4Xg26zbeBoCnoQsktDfD83mCDWxEn4hdmB3d,609664515511349000000,
16erfYHhCMr3CihmfGjkZWqYUPxpV3fiLpcg11x3CGTfZFTS,7173719132516880000000,
13G9Fu5rfF68jpqTm646UKm3UXd5ZooDzWJ92qt2gdpcpffU,513134300555386000000,
14VXoxwiCR7RBW1dojGnaHv9iDYvRGBNCPF9LDGcyP4w9TK9,2052537202221540000000,
12EGPYP6CVLEVzKkLrNsmP5BBAYGcZ4KHoJUDi1myE5NMw3G,711275268096574000000,
12msKgDviQFx5bUBU6ALjFGpHXyxH5rGiRHPwXBDKQJCv6Bi,508053762926125000000,
152c9nPAW1ZM4u7xY1DmDRuVNG4fX8ifB64wPHHVcy618Diu,508053762926125000000,
15hnLPQ4CsgLG2zxnwaSUs2hbCr8iBTGjZRfto3Ssmram8PN,5849731026331400000000,
158gQprDy8vcnFuH44z8M8HfVzA7m9MUr1xStDCpTBpGzYiW,1605449890846550000000,
12bzAra4869tJKVV2HNE8STFetqiGdLBLKc59cvNvkXiKB8Q,1117718278437470000000,
13QAKPqC75KKPTT37NKDcESRbDE717JfCovyXYvFg1nLdBwk,12294697841307000000000,
14m8N5vuuXHgNUzyafjBxFbdWJ9Z8ZX4yEFXpZvvrAqVfQuK,3861208598238550000000,
14ffwBEMacBrvJYJjRYB7qWZsmZXp7DyfPEHbPz3E2bS87Td,5588591392187370000000,
165uvwZbs5Wt2w82iicfR2GMaSAkQbBKvebzvyJPz7QyskVB,513134300555386000000,
133TPWJNPF4JYcuiztHQsEKwdpM9gZhn6x4EFKLftLMFmzea,1524161288778370000000,
12dTC4Fqeh6BfbgGmwx2syyQwqkPhPv28LDwhTGTro9xFFhw,2032215051704500000000,
16keZpJG11atKuLpuPmR76Gm6boK9Rkj2uRdNLqg3XH1HiU8,508053762926125000000,
16MBbKyaTTs2jZiBiBaU1xph5VNStSyH9GmEa1QfA3fzsBwn,8001846766086460000000,
12mfGZeUQheDz8sMTitJbUfwXEG3J7bFvjwBNNDw4dvfgJeU,1016107525852250000000,
148KLCofGVxVRUcF8LTbW3MUtKg4tpattrgYmuqF1tgYs7cM,513134300555386000000,
1CWmffiahUTTgZ1dmtkwmsxieSuHbFuUcFsrBLKBBkSriQJ,1016107525852250000000,
1CAYLEzFdnQ2fkVuKv7AdKo6zG2f2LapsW6phSGE6Fb1Rxw,3556376340482870000000,
12xGEy3ftRM7UGdsKB2H675SsMm32VNKeD8bfxrntQhkUFQF,1016107525852250000000,
15u6qMU3oZ6qLZ7hMYDfh8saRVS28LCXBr4L9m7RHr2SLmKY,660280692582648000000,
1gv7HiAWq6hnkNE982k59cGhWZd87AuYL7EzsZYeW3cFhPq,508053762926125000000,
123czSJUGs5nN4B3xi8X3zjuM7KCWqSKzoS4bmmtigXnn8G2,1026268601110770000000,
1WcZhin8jnBfZK6cPLHFjHcinTm4eGNsBHGPgeNrzyAtwNt,513134300555386000000,
13bF59LowV5rxvcj4gUyEoiD5xJUUyrgKDM8hnHowDUNKguF,6978626487553250000000,
15wMZ4fdHq5DbpLEgFmTueabfmf6QfAEobdUWetQkXMtZWN7,2337047309460170000000,
133DqviSJp4JMGxCsuynctETq3sd1Zw49gf5sEpm8TeCb7LX,650654293104229000000,
16JR4tUSKmBZW8UTdkMLi6QftdCsXd9CeLsFvcmjKrcqRrHN,513134300555386000000,
1CmaeEctWfG4UycPS2KLRodLwttzwM1Ewrigy9FvPDZUAJ5,4388197438946230000000,
12QNwacuDPMuVvdeC1Y2RvutoTsqfoj63xY3aTysK9APpE2E,1442872686710190000000,
15Q9pNPGJthSdQYHzJ8eDkDnDC5m7TqisnJuKCEMooXfUQZr,4105074404443090000000,
16iNNvE6DvXNFTSzk48iAEC9rsjdjC48kZNgvJArWQzRFkt4,513134300555386000000,
133eCW6LVjKseiwCMtspUWhUXwuCdNsh4wvdVKMG2EV17y3B,17273827939488200000000,
12bAAt4jDqxRuQipYGwsKZ6x3WfgddESz6L9Xc2GMdoxGFbk,508053762926125000000,
1dymNyiSngjyF134xvYYmnMdutbFRsjcy9PTGm1rCt6tNJU,8199987733627650000000,
157r2K65bqinWSe8kkvHp3fU8SZQQptdMV27CsSpeps1gBDr,91449677326702400000000,
15FXdxDJbK7knuQJWaCCysAxNFVnhM94Csft2gjUKB7VQXfn,513134300555386000000,
13p92EHksCq9qdTWjbWvxCyQAEXgeordWprd98o2YRWCDQLq,10161075258522500000000,
1vD5TUDw3SGxp7edwXaugh8rGyDPBQ1tL4aDkf4wcYVKinJ,1422550536193150000000,
1ppovSNXB6w7JJk992FddPn7wNeQsHtvLJ4AQBGbU449Yck,16054498908465500000000,
15PNZYNVsjxTzzHoJKWZtq9UGs5mX3uyrEhrGY49HYSJiQgY,9902983946956020000000,
13wn24aozrQkzWpf3Mofk8EzNvtTdbgYpiWzEfVkJomFFYt2,2032215051704500000000,
16DVk6dU3VaoQ8MTXY6czdhENaz9qzaZKUNDZ5ZKbbPwt4DZ,1026268601110770000000,
16kpaJHu83fNCFtzrEq3uRXuWUYQBCBeigxA38HZeUVdPcGS,15701909596994800000000,
162xJdAAv4u4Z7mHUxVauRsDdbQmGk727DfScKzky3p84wHh,508053762926125000000,
13g1exfis1Hi8cptovmSdnwkmXW2rgMUpryp2vmVrHWYotpm,508053762926125000000,
13xJ2upLKAo1U4ifq8JM7GjHEd7q2uUHedVmuK3oZtLDwGBD,508053762926125000000,
15VKQub53ckh68pAUHvuV33KskPc3vH79uqsm4RLg8hETnAK,1016107525852250000000,
13C8L7Z4dxLe24z2QYYpqrJxUbZ9C2vJFQPAW7y4mYkbt9da,5283759134431700000000,
1bRnqwPfRZ14kEQV2J185p3r1AmBAoQCMNZCW7sVTisnsiF,609664515511349000000,
